,school,date,count,school_year
1697,UF,2019-05-23,0,2018-2019
1698,UF,2019-05-28,0,2018-2019
1699,UF,2019-05-30,0,2018-2019
1700,UF,2019-06-04,0,2018-2019
1701,UF,2019-06-06,0,2018-2019
1702,UF,2019-06-11,0,2018-2019
1703,UF,2019-06-13,0,2018-2019
1704,UF,2019-06-18,0,2018-2019
1705,UF,2019-06-20,0,2018-2019
1706,UF,2019-07-02,0,2018-2019
1707,UF,2019-07-09,0,2018-2019
1708,UF,2019-07-11,0,2018-2019
1709,UF,2019-07-16,0,2018-2019
1710,UF,2019-07-18,0,2018-2019
1711,UF,2019-07-23,0,2018-2019
1712,UF,2019-07-25,0,2018-2019
1713,UF,2019-07-30,0,2018-2019
1714,UF,2019-08-01,0,2019-2020
1715,UF,2019-08-06,0,2019-2020
1716,UF,2019-08-08,0,2019-2020
1717,UF,2019-08-12,0,2019-2020
1718,UF,2019-08-19,0,2019-2020
1719,UF,2019-08-21,0,2019-2020
1720,UF,2019-08-23,0,2019-2020
1721,UF,2019-08-26,0,2019-2020
1722,UF,2019-08-28,0,2019-2020
1723,UF,2019-08-30,0,2019-2020
1724,UF,2019-09-06,1,2019-2020
1725,UF,2019-09-09,0,2019-2020
1726,UF,2019-09-11,0,2019-2020
1727,UF,2019-09-13,0,2019-2020
1728,UF,2019-09-16,0,2019-2020
1729,UF,2019-09-18,0,2019-2020
1730,UF,2019-09-20,0,2019-2020
1731,UF,2019-09-23,0,2019-2020
1732,UF,2019-09-27,0,2019-2020
1733,UF,2019-09-30,0,2019-2020
1734,UF,2019-10-02,0,2019-2020
1735,UF,2019-10-04,0,2019-2020
1736,UF,2019-10-07,0,2019-2020
1737,UF,2019-10-09,0,2019-2020
1738,UF,2019-10-11,0,2019-2020
1739,UF,2019-10-14,0,2019-2020
1740,UF,2019-10-16,0,2019-2020
1741,UF,2019-10-18,0,2019-2020
1742,UF,2019-10-21,0,2019-2020
1743,UF,2019-10-23,0,2019-2020
1744,UF,2019-10-25,0,2019-2020
1745,UF,2019-10-28,0,2019-2020
1746,UF,2019-10-30,0,2019-2020
1747,UF,2019-11-01,0,2019-2020
1748,UF,2019-11-04,0,2019-2020
1749,UF,2019-11-06,0,2019-2020
1750,UF,2019-11-08,1,2019-2020
1751,UF,2019-11-13,0,2019-2020
1752,UF,2019-11-15,0,2019-2020
1753,UF,2019-11-18,0,2019-2020
1754,UF,2019-11-20,0,2019-2020
1755,UF,2019-11-22,0,2019-2020
1756,UF,2019-11-25,0,2019-2020
1757,UF,2019-12-02,0,2019-2020
1758,UF,2019-12-04,0,2019-2020
1759,UF,2020-01-06,0,2019-2020
1760,UF,2020-01-08,0,2019-2020
1761,UF,2020-01-10,0,2019-2020
1762,UF,2020-01-13,1,2019-2020
1763,UF,2020-01-15,0,2019-2020
1764,UF,2020-01-17,0,2019-2020
1765,UF,2020-01-22,0,2019-2020
1766,UF,2020-01-24,1,2019-2020
1767,UF,2020-01-27,0,2019-2020
1768,UF,2020-01-29,0,2019-2020
1769,UF,2020-01-31,1,2019-2020
1770,UF,2020-02-03,1,2019-2020
1771,UF,2020-02-05,0,2019-2020
1772,UF,2020-02-07,1,2019-2020
1773,UF,2020-02-10,0,2019-2020
1774,UF,2020-02-12,0,2019-2020
1775,UF,2020-02-14,1,2019-2020
1776,UF,2020-02-17,0,2019-2020
1777,UF,2020-02-19,0,2019-2020
1778,UF,2020-02-21,1,2019-2020
1779,UF,2020-02-24,0,2019-2020
1780,UF,2020-02-26,0,2019-2020
1781,UF,2020-02-28,1,2019-2020
1782,UF,2020-03-11,0,2019-2020
1783,UF,2020-03-13,0,2019-2020
1784,UF,2020-03-16,0,2019-2020
1785,UF,2020-03-18,0,2019-2020
1786,UF,2020-03-20,1,2019-2020
1787,UF,2020-03-23,0,2019-2020
1788,UF,2020-03-30,0,2019-2020
1789,UF,2020-04-06,0,2019-2020
1790,UF,2020-04-13,1,2019-2020
1791,UF,2020-04-20,0,2019-2020
1792,UF,2020-05-11,0,2019-2020
1793,UF,2020-05-18,0,2019-2020
1794,UF,2020-05-25,0,2019-2020
1795,UF,2020-06-01,0,2019-2020
1796,UF,2020-06-08,0,2019-2020
1797,UF,2020-06-15,0,2019-2020
1798,UF,2020-06-29,0,2019-2020
1799,UF,2020-07-06,0,2019-2020
1800,UF,2020-07-13,0,2019-2020
1801,UF,2020-07-20,0,2019-2020
1802,UF,2020-07-27,0,2019-2020
1803,UF,2020-08-03,0,2020-2021
1804,UF,2020-08-10,0,2020-2021
1805,UF,2020-08-31,0,2020-2021
1806,UF,2020-09-08,0,2020-2021
1807,UF,2020-09-14,0,2020-2021
1808,UF,2020-09-21,0,2020-2021
1809,UF,2020-09-28,0,2020-2021
1810,UF,2020-10-05,0,2020-2021
1811,UF,2020-10-12,0,2020-2021
1812,UF,2020-10-19,0,2020-2021
1813,UF,2020-10-26,0,2020-2021
1814,UF,2020-11-02,0,2020-2021
1815,UF,2020-11-09,0,2020-2021
1816,UF,2020-11-16,0,2020-2021
1817,UF,2020-11-23,0,2020-2021
1818,UF,2020-11-30,0,2020-2021
1819,UF,2020-12-07,0,2020-2021
1820,UF,2021-01-11,0,2020-2021
1821,UF,2021-01-19,1,2020-2021
1822,UF,2021-01-25,0,2020-2021
1823,UF,2021-02-01,0,2020-2021
1824,UF,2021-02-08,0,2020-2021
1825,UF,2021-02-15,0,2020-2021
1826,UF,2021-02-22,0,2020-2021
1827,UF,2021-03-01,0,2020-2021
1828,UF,2021-03-08,0,2020-2021
1829,UF,2021-03-15,1,2020-2021
1830,UF,2021-03-22,1,2020-2021
1831,UF,2021-03-29,0,2020-2021
1832,UF,2021-04-05,0,2020-2021
1833,UF,2021-04-12,0,2020-2021
1834,UF,2021-04-19,0,2020-2021
1835,UF,2021-05-10,0,2020-2021
1836,UF,2021-05-17,0,2020-2021
1837,UF,2021-05-24,1,2020-2021
1838,UF,2021-06-01,0,2020-2021
1839,UF,2021-06-07,0,2020-2021
1840,UF,2021-06-14,0,2020-2021
1841,UF,2021-06-28,0,2020-2021
1842,UF,2021-07-06,0,2020-2021
1843,UF,2021-07-12,0,2020-2021
1844,UF,2021-07-19,0,2020-2021
1845,UF,2021-07-26,0,2020-2021
1846,UF,2021-08-02,0,2021-2022
1847,UF,2021-08-16,0,2021-2022
1848,UF,2021-08-23,0,2021-2022
1849,UF,2021-08-30,0,2021-2022
1850,UF,2021-09-07,0,2021-2022
1851,UF,2021-09-13,0,2021-2022
1852,UF,2021-09-27,0,2021-2022
1853,UF,2021-10-04,0,2021-2022
1854,UF,2021-10-11,0,2021-2022
1855,UF,2021-10-18,0,2021-2022
1856,UF,2021-10-25,0,2021-2022
1857,UF,2021-10-30,0,2021-2022
1858,UF,2021-11-01,0,2021-2022
1859,UF,2021-11-15,0,2021-2022
1860,UF,2021-11-22,0,2021-2022
1861,UF,2021-11-29,0,2021-2022
1862,UF,2021-12-06,1,2021-2022
1863,UF,2022-01-05,0,2021-2022
1864,UF,2022-01-10,0,2021-2022
1865,UF,2022-01-18,0,2021-2022
1866,UF,2022-01-24,0,2021-2022
1867,UF,2022-01-31,0,2021-2022
1868,UF,2022-02-07,0,2021-2022
1869,UF,2022-02-14,0,2021-2022
1870,UF,2022-02-21,0,2021-2022
1871,UF,2022-02-28,0,2021-2022
1872,UF,2022-03-14,0,2021-2022
1873,UF,2022-03-21,0,2021-2022
1874,UF,2022-03-28,0,2021-2022
1875,UF,2022-04-04,1,2021-2022
1876,UF,2022-04-11,0,2021-2022
1877,UF,2022-04-18,0,2021-2022
1878,UF,2022-05-09,0,2021-2022
1879,UF,2022-05-16,0,2021-2022
1880,UF,2022-05-23,0,2021-2022
1881,UF,2022-05-30,0,2021-2022
1882,UF,2022-06-06,0,2021-2022
1883,UF,2022-06-13,0,2021-2022
1884,UF,2022-06-27,0,2021-2022
1885,UF,2022-07-05,0,2021-2022
1886,UF,2022-07-11,0,2021-2022
1887,UF,2022-07-18,1,2021-2022
1888,UF,2022-07-25,0,2021-2022
1889,UF,2022-08-01,0,2022-2023
1890,UF,2022-10-10,0,2022-2023
1891,UMich,2009-01-07,0,2008-2009
1892,UMich,2009-01-08,0,2008-2009
1893,UMich,2009-01-09,0,2008-2009
1894,UMich,2009-01-12,0,2008-2009
1895,UMich,2009-01-13,0,2008-2009
1896,UMich,2009-01-14,0,2008-2009
1897,UMich,2009-01-15,0,2008-2009
1898,UMich,2009-01-16,0,2008-2009
1899,UMich,2009-01-20,0,2008-2009
1900,UMich,2009-01-21,0,2008-2009
1901,UMich,2009-01-22,0,2008-2009
1902,UMich,2009-01-23,0,2008-2009
1903,UMich,2009-01-26,0,2008-2009
1904,UMich,2009-01-27,0,2008-2009
1905,UMich,2009-01-28,0,2008-2009
1906,UMich,2009-01-29,0,2008-2009
1907,UMich,2009-01-30,0,2008-2009
1908,UMich,2009-02-02,1,2008-2009
1909,UMich,2009-02-03,0,2008-2009
1910,UMich,2009-02-04,0,2008-2009
1911,UMich,2009-02-05,0,2008-2009
1912,UMich,2009-02-06,0,2008-2009
1913,UMich,2009-02-09,0,2008-2009
1914,UMich,2009-02-10,0,2008-2009
1915,UMich,2009-02-11,0,2008-2009
1916,UMich,2009-02-12,0,2008-2009
1917,UMich,2009-02-13,0,2008-2009
1918,UMich,2009-02-16,0,2008-2009
1919,UMich,2009-02-17,0,2008-2009
1920,UMich,2009-02-18,0,2008-2009
1921,UMich,2009-02-19,1,2008-2009
1922,UMich,2009-02-20,0,2008-2009
1923,UMich,2009-03-02,1,2008-2009
1924,UMich,2009-03-03,0,2008-2009
1925,UMich,2009-03-04,0,2008-2009
1926,UMich,2009-03-05,1,2008-2009
1927,UMich,2009-03-06,0,2008-2009
1928,UMich,2009-03-09,1,2008-2009
1929,UMich,2009-03-10,0,2008-2009
1930,UMich,2009-03-11,0,2008-2009
1931,UMich,2009-03-12,0,2008-2009
1932,UMich,2009-03-13,0,2008-2009
1933,UMich,2009-03-16,0,2008-2009
1934,UMich,2009-03-17,0,2008-2009
1935,UMich,2009-03-18,0,2008-2009
1936,UMich,2009-03-19,0,2008-2009
1937,UMich,2009-03-20,0,2008-2009
1938,UMich,2009-03-23,1,2008-2009
1939,UMich,2009-03-24,0,2008-2009
1940,UMich,2009-03-25,0,2008-2009
1941,UMich,2009-03-26,1,2008-2009
1942,UMich,2009-03-27,0,2008-2009
1943,UMich,2009-03-30,1,2008-2009
1944,UMich,2009-03-31,0,2008-2009
1945,UMich,2009-04-01,0,2008-2009
1946,UMich,2009-04-02,0,2008-2009
1947,UMich,2009-04-03,1,2008-2009
1948,UMich,2009-04-06,0,2008-2009
1949,UMich,2009-04-07,1,2008-2009
1950,UMich,2009-04-08,1,2008-2009
1951,UMich,2009-04-09,1,2008-2009
1952,UMich,2009-04-10,0,2008-2009
1953,UMich,2009-04-13,1,2008-2009
1954,UMich,2009-04-14,0,2008-2009
1955,UMich,2009-04-15,1,2008-2009
1956,UMich,2009-04-16,0,2008-2009
1957,UMich,2009-04-17,0,2008-2009
1958,UMich,2009-04-20,0,2008-2009
1959,UMich,2009-04-21,0,2008-2009
1960,UMich,2009-05-05,0,2008-2009
1961,UMich,2009-05-11,0,2008-2009
1962,UMich,2009-05-18,0,2008-2009
1963,UMich,2009-05-26,0,2008-2009
1964,UMich,2009-06-08,0,2008-2009
1965,UMich,2009-06-15,0,2008-2009
1966,UMich,2009-06-29,0,2008-2009
1967,UMich,2009-07-06,0,2008-2009
1968,UMich,2009-07-20,0,2008-2009
1969,UMich,2009-07-27,0,2008-2009
1970,UMich,2009-08-03,0,2009-2010
1971,UMich,2009-09-08,0,2009-2010
1972,UMich,2009-09-09,1,2009-2010
1973,UMich,2009-09-10,0,2009-2010
1974,UMich,2009-09-11,1,2009-2010
1975,UMich,2009-09-14,1,2009-2010
1976,UMich,2009-09-15,0,2009-2010
1977,UMich,2009-09-16,0,2009-2010
1978,UMich,2009-09-17,0,2009-2010
1979,UMich,2009-09-18,0,2009-2010
1980,UMich,2009-09-21,0,2009-2010
1981,UMich,2009-09-22,1,2009-2010
1982,UMich,2009-09-23,1,2009-2010
1983,UMich,2009-09-24,1,2009-2010
1984,UMich,2009-09-25,1,2009-2010
1985,UMich,2009-09-28,0,2009-2010
1986,UMich,2009-09-29,0,2009-2010
1987,UMich,2009-09-30,1,2009-2010
1988,UMich,2009-10-01,0,2009-2010
1989,UMich,2009-10-02,0,2009-2010
1990,UMich,2009-10-05,1,2009-2010
1991,UMich,2009-10-06,0,2009-2010
1992,UMich,2009-10-07,0,2009-2010
1993,UMich,2009-10-08,0,2009-2010
1994,UMich,2009-10-09,0,2009-2010
1995,UMich,2009-10-12,0,2009-2010
1996,UMich,2009-10-13,0,2009-2010
1997,UMich,2009-10-14,0,2009-2010
1998,UMich,2009-10-15,0,2009-2010
1999,UMich,2009-10-16,0,2009-2010
2000,UMich,2009-10-21,0,2009-2010
2001,UMich,2009-10-22,0,2009-2010
2002,UMich,2009-10-23,0,2009-2010
2003,UMich,2009-10-26,1,2009-2010
2004,UMich,2009-10-27,0,2009-2010
2005,UMich,2009-10-28,0,2009-2010
2006,UMich,2009-10-29,1,2009-2010
2007,UMich,2009-10-30,0,2009-2010
2008,UMich,2009-11-02,0,2009-2010
2009,UMich,2009-11-03,0,2009-2010
2010,UMich,2009-11-04,0,2009-2010
2011,UMich,2009-11-05,0,2009-2010
2012,UMich,2009-11-06,0,2009-2010
2013,UMich,2009-11-09,0,2009-2010
2014,UMich,2009-11-10,1,2009-2010
2015,UMich,2009-11-12,0,2009-2010
2016,UMich,2009-11-13,0,2009-2010
2017,UMich,2009-11-16,0,2009-2010
2018,UMich,2009-11-17,1,2009-2010
2019,UMich,2009-11-18,0,2009-2010
2020,UMich,2009-11-19,0,2009-2010
2021,UMich,2009-11-20,0,2009-2010
2022,UMich,2009-11-23,1,2009-2010
2023,UMich,2009-11-24,1,2009-2010
2024,UMich,2009-11-25,1,2009-2010
2025,UMich,2009-11-30,0,2009-2010
2026,UMich,2009-12-01,0,2009-2010
2027,UMich,2009-12-02,0,2009-2010
2028,UMich,2009-12-03,0,2009-2010
2029,UMich,2009-12-04,1,2009-2010
2030,UMich,2009-12-07,0,2009-2010
2031,UMich,2009-12-08,0,2009-2010
2032,UMich,2009-12-09,0,2009-2010
2033,UMich,2009-12-10,1,2009-2010
2034,UMich,2009-12-11,0,2009-2010
2035,UMich,2009-12-14,1,2009-2010
2036,UMich,2010-01-06,0,2009-2010
2037,UMich,2010-01-07,0,2009-2010
2038,UMich,2010-01-11,0,2009-2010
2039,UMich,2010-01-12,0,2009-2010
2040,UMich,2010-01-13,1,2009-2010
2041,UMich,2010-01-14,0,2009-2010
2042,UMich,2010-01-15,0,2009-2010
2043,UMich,2010-01-19,0,2009-2010
2044,UMich,2010-01-20,0,2009-2010
2045,UMich,2010-01-21,0,2009-2010
2046,UMich,2010-01-22,1,2009-2010
2047,UMich,2010-01-25,1,2009-2010
2048,UMich,2010-01-26,0,2009-2010
2049,UMich,2010-01-27,0,2009-2010
2050,UMich,2010-01-28,0,2009-2010
2051,UMich,2010-01-29,0,2009-2010
2052,UMich,2010-02-01,0,2009-2010
2053,UMich,2010-02-02,0,2009-2010
2054,UMich,2010-02-03,0,2009-2010
2055,UMich,2010-02-04,0,2009-2010
2056,UMich,2010-02-05,0,2009-2010
2057,UMich,2010-02-08,0,2009-2010
2058,UMich,2010-02-09,0,2009-2010
2059,UMich,2010-02-10,1,2009-2010
2060,UMich,2010-02-11,0,2009-2010
2061,UMich,2010-02-12,1,2009-2010
2062,UMich,2010-02-16,1,2009-2010
2063,UMich,2010-02-17,0,2009-2010
2064,UMich,2010-02-18,0,2009-2010
2065,UMich,2010-02-19,0,2009-2010
2066,UMich,2010-02-22,0,2009-2010
2067,UMich,2010-02-23,0,2009-2010
2068,UMich,2010-02-24,0,2009-2010
2069,UMich,2010-02-25,0,2009-2010
2070,UMich,2010-02-26,0,2009-2010
2071,UMich,2010-03-08,0,2009-2010
2072,UMich,2010-03-09,1,2009-2010
2073,UMich,2010-03-10,1,2009-2010
2074,UMich,2010-03-11,0,2009-2010
2075,UMich,2010-03-12,0,2009-2010
2076,UMich,2010-03-15,0,2009-2010
2077,UMich,2010-03-16,0,2009-2010
2078,UMich,2010-03-17,0,2009-2010
2079,UMich,2010-03-18,0,2009-2010
2080,UMich,2010-03-19,0,2009-2010
2081,UMich,2010-03-22,0,2009-2010
2082,UMich,2010-03-23,0,2009-2010
2083,UMich,2010-03-24,0,2009-2010
2084,UMich,2010-03-25,0,2009-2010
2085,UMich,2010-03-26,0,2009-2010
2086,UMich,2010-03-29,0,2009-2010
2087,UMich,2010-03-30,0,2009-2010
2088,UMich,2010-03-31,0,2009-2010
2089,UMich,2010-04-01,1,2009-2010
2090,UMich,2010-04-02,0,2009-2010
2091,UMich,2010-04-05,0,2009-2010
2092,UMich,2010-04-06,0,2009-2010
2093,UMich,2010-04-07,0,2009-2010
2094,UMich,2010-04-08,1,2009-2010
2095,UMich,2010-04-09,0,2009-2010
2096,UMich,2010-04-12,0,2009-2010
2097,UMich,2010-04-13,0,2009-2010
2098,UMich,2010-04-14,0,2009-2010
2099,UMich,2010-04-15,0,2009-2010
2100,UMich,2010-04-16,0,2009-2010
2101,UMich,2010-04-19,0,2009-2010
2102,UMich,2010-04-20,0,2009-2010
2103,UMich,2010-05-04,0,2009-2010
2104,UMich,2010-05-10,0,2009-2010
2105,UMich,2010-05-17,0,2009-2010
2106,UMich,2010-05-24,0,2009-2010
2107,UMich,2010-06-01,0,2009-2010
2108,UMich,2010-06-07,0,2009-2010
2109,UMich,2010-06-14,0,2009-2010
2110,UMich,2010-06-30,0,2009-2010
2111,UMich,2010-07-06,0,2009-2010
2112,UMich,2010-07-12,0,2009-2010
2113,UMich,2010-07-19,0,2009-2010
2114,UMich,2010-07-26,0,2009-2010
2115,UMich,2010-08-02,0,2010-2011
2116,UMich,2010-08-09,0,2010-2011
2117,UMich,2010-09-07,0,2010-2011
2118,UMich,2010-09-08,0,2010-2011
2119,UMich,2010-09-09,0,2010-2011
2120,UMich,2010-09-10,0,2010-2011
2121,UMich,2010-09-13,0,2010-2011
2122,UMich,2010-09-14,0,2010-2011
2123,UMich,2010-09-15,0,2010-2011
2124,UMich,2010-09-16,0,2010-2011
2125,UMich,2010-09-17,0,2010-2011
2126,UMich,2010-09-20,0,2010-2011
2127,UMich,2010-09-21,1,2010-2011
2128,UMich,2010-09-22,0,2010-2011
2129,UMich,2010-09-23,0,2010-2011
2130,UMich,2010-09-24,0,2010-2011
2131,UMich,2010-09-27,0,2010-2011
2132,UMich,2010-09-28,0,2010-2011
2133,UMich,2010-09-29,0,2010-2011
2134,UMich,2010-09-30,0,2010-2011
2135,UMich,2010-10-01,0,2010-2011
2136,UMich,2010-10-04,1,2010-2011
2137,UMich,2010-10-05,1,2010-2011
2138,UMich,2010-10-06,0,2010-2011
2139,UMich,2010-10-07,0,2010-2011
2140,UMich,2010-10-08,0,2010-2011
2141,UMich,2010-10-11,0,2010-2011
2142,UMich,2010-10-12,0,2010-2011
2143,UMich,2010-10-13,0,2010-2011
2144,UMich,2010-10-14,0,2010-2011
2145,UMich,2010-10-15,0,2010-2011
2146,UMich,2010-10-20,0,2010-2011
2147,UMich,2010-10-21,0,2010-2011
2148,UMich,2010-10-22,0,2010-2011
2149,UMich,2010-10-25,0,2010-2011
2150,UMich,2010-10-26,0,2010-2011
2151,UMich,2010-10-27,0,2010-2011
2152,UMich,2010-10-28,0,2010-2011
2153,UMich,2010-10-29,0,2010-2011
2154,UMich,2010-11-01,1,2010-2011
2155,UMich,2010-11-02,0,2010-2011
2156,UMich,2010-11-03,0,2010-2011
2157,UMich,2010-11-04,0,2010-2011
2158,UMich,2010-11-05,1,2010-2011
2159,UMich,2010-11-08,1,2010-2011
2160,UMich,2010-11-09,1,2010-2011
2161,UMich,2010-11-10,0,2010-2011
2162,UMich,2010-11-11,1,2010-2011
2163,UMich,2010-11-12,0,2010-2011
2164,UMich,2010-11-15,0,2010-2011
2165,UMich,2010-11-16,0,2010-2011
2166,UMich,2010-11-17,0,2010-2011
2167,UMich,2010-11-18,0,2010-2011
2168,UMich,2010-11-19,0,2010-2011
2169,UMich,2010-11-22,1,2010-2011
2170,UMich,2010-11-23,0,2010-2011
2171,UMich,2010-11-24,0,2010-2011
2172,UMich,2010-11-29,0,2010-2011
2173,UMich,2010-11-30,0,2010-2011
2174,UMich,2010-12-01,0,2010-2011
2175,UMich,2010-12-02,0,2010-2011
2176,UMich,2010-12-03,0,2010-2011
2177,UMich,2010-12-06,0,2010-2011
2178,UMich,2010-12-07,0,2010-2011
2179,UMich,2010-12-08,0,2010-2011
2180,UMich,2010-12-09,0,2010-2011
2181,UMich,2010-12-10,0,2010-2011
2182,UMich,2010-12-13,0,2010-2011
2183,UMich,2011-01-05,0,2010-2011
2184,UMich,2011-01-06,0,2010-2011
2185,UMich,2011-01-07,0,2010-2011
2186,UMich,2011-01-10,0,2010-2011
2187,UMich,2011-01-11,0,2010-2011
2188,UMich,2011-01-12,0,2010-2011
2189,UMich,2011-01-13,0,2010-2011
2190,UMich,2011-01-14,0,2010-2011
2191,UMich,2011-01-18,0,2010-2011
2192,UMich,2011-01-19,0,2010-2011
2193,UMich,2011-01-20,0,2010-2011
2194,UMich,2011-01-21,0,2010-2011
2195,UMich,2011-01-24,0,2010-2011
2196,UMich,2011-01-25,0,2010-2011
2197,UMich,2011-01-26,1,2010-2011
2198,UMich,2011-01-27,0,2010-2011
2199,UMich,2011-01-28,0,2010-2011
2200,UMich,2011-01-31,0,2010-2011
2201,UMich,2011-02-01,0,2010-2011
2202,UMich,2011-02-02,0,2010-2011
2203,UMich,2011-02-03,0,2010-2011
2204,UMich,2011-02-04,0,2010-2011
2205,UMich,2011-02-07,0,2010-2011
2206,UMich,2011-02-08,0,2010-2011
2207,UMich,2011-02-09,0,2010-2011
2208,UMich,2011-02-10,0,2010-2011
2209,UMich,2011-02-11,0,2010-2011
2210,UMich,2011-02-14,0,2010-2011
2211,UMich,2011-02-15,0,2010-2011
2212,UMich,2011-02-16,0,2010-2011
2213,UMich,2011-02-17,0,2010-2011
2214,UMich,2011-02-18,1,2010-2011
2215,UMich,2011-02-21,0,2010-2011
2216,UMich,2011-02-22,0,2010-2011
2217,UMich,2011-02-23,1,2010-2011
2218,UMich,2011-02-24,1,2010-2011
2219,UMich,2011-02-25,0,2010-2011
2220,UMich,2011-03-07,0,2010-2011
2221,UMich,2011-03-08,0,2010-2011
2222,UMich,2011-03-09,0,2010-2011
2223,UMich,2011-03-10,0,2010-2011
2224,UMich,2011-03-11,0,2010-2011
2225,UMich,2011-03-14,0,2010-2011
2226,UMich,2011-03-15,0,2010-2011
2227,UMich,2011-03-16,0,2010-2011
2228,UMich,2011-03-17,0,2010-2011
2229,UMich,2011-03-18,0,2010-2011
2230,UMich,2011-03-21,1,2010-2011
2231,UMich,2011-03-22,0,2010-2011
2232,UMich,2011-03-23,0,2010-2011
2233,UMich,2011-03-24,1,2010-2011
2234,UMich,2011-03-25,0,2010-2011
2235,UMich,2011-03-28,0,2010-2011
2236,UMich,2011-03-29,0,2010-2011
2237,UMich,2011-03-30,0,2010-2011
2238,UMich,2011-03-31,0,2010-2011
2239,UMich,2011-04-01,0,2010-2011
2240,UMich,2011-04-04,0,2010-2011
2241,UMich,2011-04-05,0,2010-2011
2242,UMich,2011-04-06,0,2010-2011
2243,UMich,2011-04-07,0,2010-2011
2244,UMich,2011-04-08,0,2010-2011
2245,UMich,2011-04-11,0,2010-2011
2246,UMich,2011-04-12,0,2010-2011
2247,UMich,2011-04-13,0,2010-2011
2248,UMich,2011-04-14,1,2010-2011
2249,UMich,2011-04-15,1,2010-2011
2250,UMich,2011-04-18,1,2010-2011
2251,UMich,2011-04-19,1,2010-2011
2252,UMich,2011-05-03,0,2010-2011
2253,UMich,2011-05-09,0,2010-2011
2254,UMich,2011-05-16,0,2010-2011
2255,UMich,2011-05-23,0,2010-2011
2256,UMich,2011-05-31,0,2010-2011
2257,UMich,2011-06-06,0,2010-2011
2258,UMich,2011-06-13,0,2010-2011
2259,UMich,2011-06-20,0,2010-2011
2260,UMich,2011-06-29,0,2010-2011
2261,UMich,2011-07-05,0,2010-2011
2262,UMich,2011-07-11,0,2010-2011
2263,UMich,2011-07-18,0,2010-2011
2264,UMich,2011-07-25,0,2010-2011
2265,UMich,2011-08-01,0,2011-2012
2266,UMich,2011-08-08,0,2011-2012
2267,UMich,2011-08-15,0,2011-2012
2268,UMich,2011-09-06,0,2011-2012
2269,UMich,2011-09-07,0,2011-2012
2270,UMich,2011-09-09,1,2011-2012
2271,UMich,2011-09-12,0,2011-2012
2272,UMich,2011-09-13,0,2011-2012
2273,UMich,2011-09-15,0,2011-2012
2274,UMich,2011-09-16,0,2011-2012
2275,UMich,2011-09-19,0,2011-2012
2276,UMich,2011-09-20,0,2011-2012
2277,UMich,2011-09-21,0,2011-2012
2278,UMich,2011-09-22,0,2011-2012
2279,UMich,2011-09-23,1,2011-2012
2280,UMich,2011-09-26,0,2011-2012
2281,UMich,2011-09-27,0,2011-2012
2282,UMich,2011-09-28,0,2011-2012
2283,UMich,2011-09-29,0,2011-2012
2284,UMich,2011-09-30,0,2011-2012
2285,UMich,2011-10-03,0,2011-2012
2286,UMich,2011-10-05,0,2011-2012
2287,UMich,2011-10-06,0,2011-2012
2288,UMich,2011-10-07,0,2011-2012
2289,UMich,2011-10-10,0,2011-2012
2290,UMich,2011-10-11,0,2011-2012
2291,UMich,2011-10-12,0,2011-2012
2292,UMich,2011-10-13,0,2011-2012
2293,UMich,2011-10-14,0,2011-2012
2294,UMich,2011-10-19,0,2011-2012
2295,UMich,2011-10-20,0,2011-2012
2296,UMich,2011-10-21,0,2011-2012
2297,UMich,2011-10-24,0,2011-2012
2298,UMich,2011-10-25,0,2011-2012
2299,UMich,2011-10-26,0,2011-2012
2300,UMich,2011-10-27,0,2011-2012
2301,UMich,2011-10-28,0,2011-2012
2302,UMich,2011-10-31,0,2011-2012
2303,UMich,2011-11-01,1,2011-2012
2304,UMich,2011-11-02,0,2011-2012
2305,UMich,2011-11-03,0,2011-2012
2306,UMich,2011-11-04,0,2011-2012
2307,UMich,2011-11-07,0,2011-2012
2308,UMich,2011-11-08,0,2011-2012
2309,UMich,2011-11-09,1,2011-2012
2310,UMich,2011-11-10,0,2011-2012
2311,UMich,2011-11-11,0,2011-2012
2312,UMich,2011-11-14,1,2011-2012
2313,UMich,2011-11-15,1,2011-2012
2314,UMich,2011-11-16,0,2011-2012
2315,UMich,2011-11-17,0,2011-2012
2316,UMich,2011-11-18,0,2011-2012
2317,UMich,2011-11-21,0,2011-2012
2318,UMich,2011-11-22,0,2011-2012
2319,UMich,2011-11-23,0,2011-2012
2320,UMich,2011-11-28,0,2011-2012
2321,UMich,2011-11-29,0,2011-2012
2322,UMich,2011-11-30,1,2011-2012
2323,UMich,2011-12-01,0,2011-2012
2324,UMich,2011-12-02,0,2011-2012
2325,UMich,2011-12-05,0,2011-2012
2326,UMich,2011-12-06,0,2011-2012
2327,UMich,2011-12-07,0,2011-2012
2328,UMich,2011-12-08,0,2011-2012
2329,UMich,2011-12-09,0,2011-2012
2330,UMich,2011-12-12,1,2011-2012
2331,UMich,2011-12-13,0,2011-2012
2332,UMich,2012-01-04,0,2011-2012
2333,UMich,2012-01-05,0,2011-2012
2334,UMich,2012-01-06,0,2011-2012
2335,UMich,2012-01-09,0,2011-2012
2336,UMich,2012-01-10,0,2011-2012
2337,UMich,2012-01-11,0,2011-2012
2338,UMich,2012-01-12,0,2011-2012
2339,UMich,2012-01-13,0,2011-2012
2340,UMich,2012-01-17,0,2011-2012
