,school,date,count,school_year
3334,UMich,2018-10-24,0,2018-2019
3335,UMich,2018-10-25,0,2018-2019
3336,UMich,2018-10-26,0,2018-2019
3337,UMich,2018-10-29,1,2018-2019
3338,UMich,2018-10-30,0,2018-2019
3339,UMich,2018-10-31,0,2018-2019
3340,UMich,2018-11-01,0,2018-2019
3341,UMich,2018-11-02,0,2018-2019
3342,UMich,2018-11-05,0,2018-2019
3343,UMich,2018-11-06,0,2018-2019
3344,UMich,2018-11-07,0,2018-2019
3345,UMich,2018-11-08,0,2018-2019
3346,UMich,2018-11-09,0,2018-2019
3347,UMich,2018-11-12,1,2018-2019
3348,UMich,2018-11-13,0,2018-2019
3349,UMich,2018-11-14,0,2018-2019
3350,UMich,2018-11-15,0,2018-2019
3351,UMich,2018-11-16,0,2018-2019
3352,UMich,2018-11-19,0,2018-2019
3353,UMich,2018-11-20,0,2018-2019
3354,UMich,2018-11-21,0,2018-2019
3355,UMich,2018-11-26,0,2018-2019
3356,UMich,2018-11-27,0,2018-2019
3357,UMich,2018-11-28,0,2018-2019
3358,UMich,2018-11-29,0,2018-2019
3359,UMich,2018-12-03,0,2018-2019
3360,UMich,2018-12-04,0,2018-2019
3361,UMich,2018-12-05,0,2018-2019
3362,UMich,2018-12-06,0,2018-2019
3363,UMich,2018-12-07,0,2018-2019
3364,UMich,2018-12-10,0,2018-2019
3365,UMich,2018-12-11,1,2018-2019
3366,UMich,2019-01-09,0,2018-2019
3367,UMich,2019-01-10,0,2018-2019
3368,UMich,2019-01-11,0,2018-2019
3369,UMich,2019-01-14,0,2018-2019
3370,UMich,2019-01-15,0,2018-2019
3371,UMich,2019-01-16,0,2018-2019
3372,UMich,2019-01-17,0,2018-2019
3373,UMich,2019-01-18,0,2018-2019
3374,UMich,2019-01-22,0,2018-2019
3375,UMich,2019-01-23,0,2018-2019
3376,UMich,2019-01-24,0,2018-2019
3377,UMich,2019-01-25,0,2018-2019
3378,UMich,2019-01-28,0,2018-2019
3379,UMich,2019-01-29,0,2018-2019
3380,UMich,2019-01-30,0,2018-2019
3381,UMich,2019-01-31,0,2018-2019
3382,UMich,2019-02-01,0,2018-2019
3383,UMich,2019-02-04,1,2018-2019
3384,UMich,2019-02-05,0,2018-2019
3385,UMich,2019-02-06,0,2018-2019
3386,UMich,2019-02-07,0,2018-2019
3387,UMich,2019-02-08,0,2018-2019
3388,UMich,2019-02-11,0,2018-2019
3389,UMich,2019-02-12,0,2018-2019
3390,UMich,2019-02-13,0,2018-2019
3391,UMich,2019-02-14,0,2018-2019
3392,UMich,2019-02-15,0,2018-2019
3393,UMich,2019-02-18,0,2018-2019
3394,UMich,2019-02-19,0,2018-2019
3395,UMich,2019-02-20,0,2018-2019
3396,UMich,2019-02-21,0,2018-2019
3397,UMich,2019-02-22,0,2018-2019
3398,UMich,2019-02-25,0,2018-2019
3399,UMich,2019-02-26,0,2018-2019
3400,UMich,2019-02-27,0,2018-2019
3401,UMich,2019-02-28,0,2018-2019
3402,UMich,2019-03-01,1,2018-2019
3403,UMich,2019-03-11,0,2018-2019
3404,UMich,2019-03-12,0,2018-2019
3405,UMich,2019-03-13,0,2018-2019
3406,UMich,2019-03-14,0,2018-2019
3407,UMich,2019-03-19,0,2018-2019
3408,UMich,2019-03-20,0,2018-2019
3409,UMich,2019-03-21,0,2018-2019
3410,UMich,2019-03-22,0,2018-2019
3411,UMich,2019-03-25,0,2018-2019
3412,UMich,2019-03-26,0,2018-2019
3413,UMich,2019-03-27,0,2018-2019
3414,UMich,2019-03-28,0,2018-2019
3415,UMich,2019-03-29,0,2018-2019
3416,UMich,2019-04-01,0,2018-2019
3417,UMich,2019-04-02,1,2018-2019
3418,UMich,2019-04-03,1,2018-2019
3419,UMich,2019-04-04,1,2018-2019
3420,UMich,2019-04-05,0,2018-2019
3421,UMich,2019-04-08,0,2018-2019
3422,UMich,2019-04-09,0,2018-2019
3423,UMich,2019-04-10,0,2018-2019
3424,UMich,2019-04-11,1,2018-2019
3425,UMich,2019-04-12,0,2018-2019
3426,UMich,2019-04-15,0,2018-2019
3427,UMich,2019-04-16,0,2018-2019
3428,UMich,2019-04-17,0,2018-2019
3429,UMich,2019-04-18,0,2018-2019
3430,UMich,2019-04-19,0,2018-2019
3431,UMich,2019-04-22,1,2018-2019
3432,UMich,2019-04-23,0,2018-2019
3433,UMich,2019-05-09,0,2018-2019
3434,UMich,2019-05-16,0,2018-2019
3435,UMich,2019-05-23,0,2018-2019
3436,UMich,2019-05-30,0,2018-2019
3437,UMich,2019-06-06,0,2018-2019
3438,UMich,2019-06-13,0,2018-2019
3439,UMich,2019-06-20,0,2018-2019
3440,UMich,2019-06-27,0,2018-2019
3441,UMich,2019-07-03,0,2018-2019
3442,UMich,2019-07-11,0,2018-2019
3443,UMich,2019-07-18,0,2018-2019
3444,UMich,2019-07-25,0,2018-2019
3445,UMich,2019-08-01,0,2019-2020
3446,UMich,2019-08-08,0,2019-2020
3447,UMich,2019-08-15,0,2019-2020
3448,UMich,2019-09-03,0,2019-2020
3449,UMich,2019-09-04,0,2019-2020
3450,UMich,2019-09-05,0,2019-2020
3451,UMich,2019-09-06,0,2019-2020
3452,UMich,2019-09-09,0,2019-2020
3453,UMich,2019-09-10,1,2019-2020
3454,UMich,2019-09-11,0,2019-2020
3455,UMich,2019-09-12,0,2019-2020
3456,UMich,2019-09-13,0,2019-2020
3457,UMich,2019-09-16,0,2019-2020
3458,UMich,2019-09-17,0,2019-2020
3459,UMich,2019-09-18,0,2019-2020
3460,UMich,2019-09-19,0,2019-2020
3461,UMich,2019-09-20,0,2019-2020
3462,UMich,2019-09-23,0,2019-2020
3463,UMich,2019-09-24,0,2019-2020
3464,UMich,2019-09-25,0,2019-2020
3465,UMich,2019-09-26,0,2019-2020
3466,UMich,2019-09-27,0,2019-2020
3467,UMich,2019-09-30,0,2019-2020
3468,UMich,2019-10-01,0,2019-2020
3469,UMich,2019-10-02,0,2019-2020
3470,UMich,2019-10-03,0,2019-2020
3471,UMich,2019-10-04,0,2019-2020
3472,UMich,2019-10-07,0,2019-2020
3473,UMich,2019-10-08,0,2019-2020
3474,UMich,2019-10-09,1,2019-2020
3475,UMich,2019-10-10,0,2019-2020
3476,UMich,2019-10-11,0,2019-2020
3477,UMich,2019-10-16,0,2019-2020
3478,UMich,2019-10-17,0,2019-2020
3479,UMich,2019-10-18,0,2019-2020
3480,UMich,2019-10-21,0,2019-2020
3481,UMich,2019-10-22,0,2019-2020
3482,UMich,2019-10-23,0,2019-2020
3483,UMich,2019-10-24,0,2019-2020
3484,UMich,2019-10-25,0,2019-2020
3485,UMich,2019-10-28,0,2019-2020
3486,UMich,2019-10-29,0,2019-2020
3487,UMich,2019-10-30,0,2019-2020
3488,UMich,2019-10-31,0,2019-2020
3489,UMich,2019-11-01,0,2019-2020
3490,UMich,2019-11-04,0,2019-2020
3491,UMich,2019-11-05,0,2019-2020
3492,UMich,2019-11-06,0,2019-2020
3493,UMich,2019-11-07,0,2019-2020
3494,UMich,2019-11-08,0,2019-2020
3495,UMich,2019-11-11,0,2019-2020
3496,UMich,2019-11-12,0,2019-2020
3497,UMich,2019-11-13,0,2019-2020
3498,UMich,2019-11-14,0,2019-2020
3499,UMich,2019-11-15,0,2019-2020
3500,UMich,2019-11-18,0,2019-2020
3501,UMich,2019-11-19,0,2019-2020
3502,UMich,2019-11-20,0,2019-2020
3503,UMich,2019-11-21,0,2019-2020
3504,UMich,2019-11-22,0,2019-2020
3505,UMich,2019-11-25,0,2019-2020
3506,UMich,2019-11-26,0,2019-2020
3507,UMich,2019-11-27,0,2019-2020
3508,UMich,2019-12-02,0,2019-2020
3509,UMich,2019-12-03,0,2019-2020
3510,UMich,2019-12-04,0,2019-2020
3511,UMich,2019-12-05,0,2019-2020
3512,UMich,2019-12-06,0,2019-2020
3513,UMich,2019-12-09,0,2019-2020
3514,UMich,2019-12-10,0,2019-2020
3515,UMich,2019-12-11,0,2019-2020
3516,UMich,2020-01-08,0,2019-2020
3517,UMich,2020-01-09,0,2019-2020
3518,UMich,2020-01-10,0,2019-2020
3519,UMich,2020-01-13,0,2019-2020
3520,UMich,2020-01-14,0,2019-2020
3521,UMich,2020-01-15,0,2019-2020
3522,UMich,2020-01-16,0,2019-2020
3523,UMich,2020-01-17,0,2019-2020
3524,UMich,2020-01-21,0,2019-2020
3525,UMich,2020-01-22,1,2019-2020
3526,UMich,2020-01-23,0,2019-2020
3527,UMich,2020-01-24,0,2019-2020
3528,UMich,2020-01-27,0,2019-2020
3529,UMich,2020-01-28,0,2019-2020
3530,UMich,2020-01-29,0,2019-2020
3531,UMich,2020-01-30,0,2019-2020
3532,UMich,2020-01-31,0,2019-2020
3533,UMich,2020-02-03,0,2019-2020
3534,UMich,2020-02-04,0,2019-2020
3535,UMich,2020-02-05,0,2019-2020
3536,UMich,2020-02-06,0,2019-2020
3537,UMich,2020-02-07,0,2019-2020
3538,UMich,2020-02-10,0,2019-2020
3539,UMich,2020-02-11,0,2019-2020
3540,UMich,2020-02-12,0,2019-2020
3541,UMich,2020-02-13,0,2019-2020
3542,UMich,2020-02-14,0,2019-2020
3543,UMich,2020-02-17,0,2019-2020
3544,UMich,2020-02-18,0,2019-2020
3545,UMich,2020-02-19,1,2019-2020
3546,UMich,2020-02-20,0,2019-2020
3547,UMich,2020-02-21,0,2019-2020
3548,UMich,2020-02-24,0,2019-2020
3549,UMich,2020-02-25,0,2019-2020
3550,UMich,2020-02-26,0,2019-2020
3551,UMich,2020-02-27,0,2019-2020
3552,UMich,2020-02-28,0,2019-2020
3553,UMich,2020-03-09,0,2019-2020
3554,UMich,2020-03-10,0,2019-2020
3555,UMich,2020-03-11,1,2019-2020
3556,UMich,2020-03-12,0,2019-2020
3557,UMich,2020-03-13,0,2019-2020
3558,UMich,2020-03-16,0,2019-2020
3559,UMich,2020-03-17,0,2019-2020
3560,UMich,2020-03-18,0,2019-2020
3561,UMich,2020-03-19,0,2019-2020
3562,UMich,2020-03-20,0,2019-2020
3563,UMich,2020-03-23,0,2019-2020
3564,UMich,2020-03-24,0,2019-2020
3565,UMich,2020-03-25,0,2019-2020
3566,UMich,2020-03-26,0,2019-2020
3567,UMich,2020-03-27,0,2019-2020
3568,UMich,2020-03-30,0,2019-2020
3569,UMich,2020-03-31,0,2019-2020
3570,UMich,2020-04-01,0,2019-2020
3571,UMich,2020-04-02,0,2019-2020
3572,UMich,2020-04-03,0,2019-2020
3573,UMich,2020-04-06,0,2019-2020
3574,UMich,2020-04-07,0,2019-2020
3575,UMich,2020-04-08,0,2019-2020
3576,UMich,2020-04-09,0,2019-2020
3577,UMich,2020-04-10,0,2019-2020
3578,UMich,2020-04-13,0,2019-2020
3579,UMich,2020-04-14,0,2019-2020
3580,UMich,2020-04-15,0,2019-2020
3581,UMich,2020-04-16,0,2019-2020
3582,UMich,2020-04-17,0,2019-2020
3583,UMich,2020-04-20,0,2019-2020
3584,UMich,2020-04-21,0,2019-2020
3585,UMich,2020-05-02,0,2019-2020
3586,UMich,2020-05-07,0,2019-2020
3587,UMich,2020-05-14,0,2019-2020
3588,UMich,2020-05-21,0,2019-2020
3589,UMich,2020-05-28,0,2019-2020
3590,UMich,2020-06-04,0,2019-2020
3591,UMich,2020-06-11,0,2019-2020
3592,UMich,2020-06-18,0,2019-2020
3593,UMich,2020-06-25,0,2019-2020
3594,UMich,2020-07-02,0,2019-2020
3595,UMich,2020-07-09,0,2019-2020
3596,UMich,2020-07-16,0,2019-2020
3597,UMich,2020-07-23,0,2019-2020
3598,UMich,2020-07-30,0,2019-2020
3599,UMich,2020-08-06,0,2020-2021
3600,UMich,2020-08-13,0,2020-2021
3601,UMich,2020-08-31,0,2020-2021
3602,UMich,2020-09-01,0,2020-2021
3603,UMich,2020-09-09,0,2020-2021
3604,UMich,2020-09-16,0,2020-2021
3605,UMich,2020-09-23,0,2020-2021
3606,UMich,2020-09-30,0,2020-2021
3607,UMich,2020-10-07,0,2020-2021
3608,UMich,2020-10-14,0,2020-2021
3609,UMich,2020-10-21,0,2020-2021
3610,UMich,2020-10-28,0,2020-2021
3611,UMich,2020-11-04,0,2020-2021
3612,UMich,2020-11-11,0,2020-2021
3613,UMich,2020-11-18,1,2020-2021
3614,UMich,2020-12-02,0,2020-2021
3615,UMich,2020-12-09,0,2020-2021
3616,UMich,2021-01-20,0,2020-2021
3617,UMich,2021-01-27,0,2020-2021
3618,UMich,2021-02-03,0,2020-2021
3619,UMich,2021-02-10,0,2020-2021
3620,UMich,2021-02-17,0,2020-2021
3621,UMich,2021-02-24,0,2020-2021
3622,UMich,2021-03-03,0,2020-2021
3623,UMich,2021-03-10,0,2020-2021
3624,UMich,2021-03-17,0,2020-2021
3625,UMich,2021-03-24,1,2020-2021
3626,UMich,2021-03-31,0,2020-2021
3627,UMich,2021-04-07,0,2020-2021
3628,UMich,2021-04-14,0,2020-2021
3629,UMich,2021-04-21,0,2020-2021
3630,UMich,2021-05-06,0,2020-2021
3631,UMich,2021-05-13,0,2020-2021
3632,UMich,2021-05-20,0,2020-2021
3633,UMich,2021-05-27,0,2020-2021
3634,UMich,2021-06-03,0,2020-2021
3635,UMich,2021-06-10,1,2020-2021
3636,UMich,2021-09-01,0,2021-2022
3637,UMich,2021-09-08,0,2021-2022
3638,UMich,2021-09-15,0,2021-2022
3639,UMich,2021-09-22,0,2021-2022
3640,UMich,2021-09-29,0,2021-2022
3641,UMich,2021-10-06,0,2021-2022
3642,UMich,2021-10-13,0,2021-2022
3643,UMich,2021-10-20,0,2021-2022
3644,UMich,2021-10-27,0,2021-2022
3645,UMich,2021-11-03,1,2021-2022
3646,UMich,2021-11-10,0,2021-2022
3647,UMich,2021-11-17,0,2021-2022
3648,UMich,2021-12-01,0,2021-2022
3649,UMich,2021-12-08,0,2021-2022
3650,UMich,2022-01-12,0,2021-2022
3651,UMich,2022-01-19,0,2021-2022
3652,UMich,2022-01-26,0,2021-2022
3653,UMich,2022-02-02,0,2021-2022
3654,UMich,2022-02-09,0,2021-2022
3655,UMich,2022-02-16,0,2021-2022
3656,UMich,2022-02-23,0,2021-2022
3657,UMich,2022-03-09,0,2021-2022
3658,UMich,2022-03-16,0,2021-2022
3659,UMich,2022-03-30,0,2021-2022
3660,UMich,2022-04-06,0,2021-2022
3661,UMich,2022-04-13,0,2021-2022
3662,UMich,2022-04-20,0,2021-2022
3663,UMich,2022-04-24,0,2021-2022
3664,USC,2009-05-20,0,2008-2009
3665,USC,2009-05-27,0,2008-2009
3666,USC,2009-06-03,0,2008-2009
3667,USC,2009-06-10,0,2008-2009
3668,USC,2009-06-11,0,2008-2009
3669,USC,2009-06-12,0,2008-2009
3670,USC,2009-06-24,0,2008-2009
3671,USC,2009-08-19,0,2009-2010
3672,USC,2009-08-25,0,2009-2010
3673,USC,2009-08-26,0,2009-2010
3674,USC,2009-08-27,0,2009-2010
3675,USC,2009-08-28,0,2009-2010
3676,USC,2009-08-31,0,2009-2010
3677,USC,2009-09-01,0,2009-2010
3678,USC,2009-09-02,0,2009-2010
3679,USC,2009-09-03,0,2009-2010
3680,USC,2009-09-04,0,2009-2010
3681,USC,2009-09-05,0,2009-2010
3682,USC,2009-09-06,0,2009-2010
3683,USC,2009-09-09,0,2009-2010
3684,USC,2009-09-10,0,2009-2010
3685,USC,2009-09-11,0,2009-2010
3686,USC,2009-09-14,0,2009-2010
3687,USC,2009-09-15,0,2009-2010
3688,USC,2009-09-16,0,2009-2010
3689,USC,2009-09-17,0,2009-2010
3690,USC,2009-09-18,0,2009-2010
3691,USC,2009-09-19,0,2009-2010
3692,USC,2009-09-20,0,2009-2010
3693,USC,2009-09-21,0,2009-2010
3694,USC,2009-09-22,0,2009-2010
3695,USC,2009-09-23,0,2009-2010
3696,USC,2009-09-24,0,2009-2010
3697,USC,2009-09-25,0,2009-2010
3698,USC,2009-09-26,0,2009-2010
3699,USC,2009-09-27,0,2009-2010
3700,USC,2009-09-28,0,2009-2010
3701,USC,2009-09-29,0,2009-2010
3702,USC,2009-09-30,0,2009-2010
3703,USC,2009-10-01,0,2009-2010
3704,USC,2009-10-02,0,2009-2010
3705,USC,2009-10-03,0,2009-2010
3706,USC,2009-10-05,0,2009-2010
3707,USC,2009-10-06,0,2009-2010
3708,USC,2009-10-07,0,2009-2010
3709,USC,2009-10-08,0,2009-2010
3710,USC,2009-10-09,0,2009-2010
3711,USC,2009-10-10,0,2009-2010
3712,USC,2009-10-11,0,2009-2010
3713,USC,2009-10-12,0,2009-2010
3714,USC,2009-10-13,0,2009-2010
3715,USC,2009-10-14,0,2009-2010
3716,USC,2009-10-15,0,2009-2010
3717,USC,2009-10-16,0,2009-2010
3718,USC,2009-10-17,0,2009-2010
3719,USC,2009-10-18,0,2009-2010
3720,USC,2009-10-19,0,2009-2010
3721,USC,2009-10-20,0,2009-2010
3722,USC,2009-10-21,0,2009-2010
3723,USC,2009-10-22,0,2009-2010
3724,USC,2009-10-23,0,2009-2010
3725,USC,2009-10-24,0,2009-2010
3726,USC,2009-10-25,0,2009-2010
3727,USC,2009-10-26,0,2009-2010
3728,USC,2009-10-27,0,2009-2010
3729,USC,2009-10-28,0,2009-2010
3730,USC,2009-10-29,0,2009-2010
3731,USC,2009-10-30,0,2009-2010
3732,USC,2009-11-01,0,2009-2010
3733,USC,2009-11-02,0,2009-2010
3734,USC,2009-11-03,0,2009-2010
3735,USC,2009-11-04,0,2009-2010
3736,USC,2009-11-05,0,2009-2010
3737,USC,2009-11-06,0,2009-2010
3738,USC,2009-11-08,0,2009-2010
3739,USC,2009-11-09,0,2009-2010
3740,USC,2009-11-10,0,2009-2010
3741,USC,2009-11-11,0,2009-2010
3742,USC,2009-11-12,0,2009-2010
3743,USC,2009-11-13,0,2009-2010
3744,USC,2009-11-14,0,2009-2010
3745,USC,2009-11-15,0,2009-2010
3746,USC,2009-11-16,0,2009-2010
3747,USC,2009-11-17,0,2009-2010
3748,USC,2009-11-18,0,2009-2010
3749,USC,2009-11-19,0,2009-2010
3750,USC,2009-11-20,0,2009-2010
3751,USC,2009-11-22,0,2009-2010
3752,USC,2009-11-23,0,2009-2010
3753,USC,2009-11-24,0,2009-2010
3754,USC,2009-11-29,0,2009-2010
3755,USC,2009-11-30,0,2009-2010
3756,USC,2009-12-01,0,2009-2010
3757,USC,2009-12-02,0,2009-2010
3758,USC,2009-12-03,0,2009-2010
3759,USC,2009-12-05,0,2009-2010
3760,USC,2009-12-10,0,2009-2010
3761,USC,2009-12-14,0,2009-2010
3762,USC,2009-12-27,0,2009-2010
3763,USC,2010-01-03,0,2009-2010
3764,USC,2010-01-10,0,2009-2010
3765,USC,2010-01-11,0,2009-2010
3766,USC,2010-01-12,0,2009-2010
3767,USC,2010-01-13,0,2009-2010
3768,USC,2010-01-14,0,2009-2010
3769,USC,2010-01-15,0,2009-2010
3770,USC,2010-01-19,0,2009-2010
3771,USC,2010-01-20,0,2009-2010
3772,USC,2010-01-21,0,2009-2010
3773,USC,2010-01-22,0,2009-2010
3774,USC,2010-01-24,0,2009-2010
3775,USC,2010-01-25,0,2009-2010
3776,USC,2010-01-26,0,2009-2010
3777,USC,2010-01-27,1,2009-2010
3778,USC,2010-01-28,0,2009-2010
3779,USC,2010-01-29,0,2009-2010
3780,USC,2010-01-31,0,2009-2010
3781,USC,2010-02-01,0,2009-2010
3782,USC,2010-02-02,0,2009-2010
3783,USC,2010-02-03,0,2009-2010
3784,USC,2010-02-04,0,2009-2010
3785,USC,2010-02-05,0,2009-2010
3786,USC,2010-02-07,0,2009-2010
3787,USC,2010-02-08,0,2009-2010
3788,USC,2010-02-09,0,2009-2010
3789,USC,2010-02-10,0,2009-2010
3790,USC,2010-02-11,0,2009-2010
3791,USC,2010-02-12,0,2009-2010
3792,USC,2010-02-16,0,2009-2010
3793,USC,2010-02-17,0,2009-2010
3794,USC,2010-02-18,0,2009-2010
3795,USC,2010-02-19,0,2009-2010
3796,USC,2010-02-21,0,2009-2010
3797,USC,2010-02-22,0,2009-2010
3798,USC,2010-02-23,0,2009-2010
3799,USC,2010-02-24,0,2009-2010
3800,USC,2010-02-25,0,2009-2010
3801,USC,2010-02-26,0,2009-2010
3802,USC,2010-02-28,1,2009-2010
3803,USC,2010-03-01,0,2009-2010
3804,USC,2010-03-02,1,2009-2010
3805,USC,2010-03-03,0,2009-2010
3806,USC,2010-03-04,0,2009-2010
3807,USC,2010-03-05,0,2009-2010
3808,USC,2010-03-07,0,2009-2010
3809,USC,2010-03-08,0,2009-2010
3810,USC,2010-03-09,0,2009-2010
3811,USC,2010-03-10,0,2009-2010
3812,USC,2010-03-11,0,2009-2010
3813,USC,2010-03-12,0,2009-2010
3814,USC,2010-03-22,0,2009-2010
3815,USC,2010-03-23,0,2009-2010
3816,USC,2010-03-24,0,2009-2010
3817,USC,2010-03-25,0,2009-2010
3818,USC,2010-03-26,0,2009-2010
3819,USC,2010-03-28,0,2009-2010
3820,USC,2010-03-29,0,2009-2010
3821,USC,2010-03-30,0,2009-2010
3822,USC,2010-03-31,0,2009-2010
3823,USC,2010-04-01,0,2009-2010
3824,USC,2010-04-02,0,2009-2010
3825,USC,2010-04-04,0,2009-2010
3826,USC,2010-04-05,0,2009-2010
3827,USC,2010-04-06,0,2009-2010
3828,USC,2010-04-07,0,2009-2010
3829,USC,2010-04-08,0,2009-2010
3830,USC,2010-04-09,0,2009-2010
3831,USC,2010-04-11,0,2009-2010
3832,USC,2010-04-12,0,2009-2010
3833,USC,2010-04-13,0,2009-2010
3834,USC,2010-04-14,1,2009-2010
3835,USC,2010-04-15,0,2009-2010
3836,USC,2010-04-16,0,2009-2010
3837,USC,2010-04-18,0,2009-2010
3838,USC,2010-04-19,0,2009-2010
3839,USC,2010-04-20,0,2009-2010
3840,USC,2010-04-21,1,2009-2010
3841,USC,2010-04-22,0,2009-2010
3842,USC,2010-04-23,0,2009-2010
3843,USC,2010-04-25,0,2009-2010
3844,USC,2010-04-26,0,2009-2010
3845,USC,2010-04-27,0,2009-2010
3846,USC,2010-04-28,1,2009-2010
3847,USC,2010-04-29,0,2009-2010
3848,USC,2010-05-18,0,2009-2010
3849,USC,2010-05-19,0,2009-2010
3850,USC,2010-05-25,1,2009-2010
3851,USC,2010-05-26,0,2009-2010
3852,USC,2010-06-01,0,2009-2010
3853,USC,2010-06-02,0,2009-2010
3854,USC,2010-06-08,0,2009-2010
3855,USC,2010-06-09,0,2009-2010
3856,USC,2010-06-10,0,2009-2010
3857,USC,2010-06-15,0,2009-2010
3858,USC,2010-06-16,0,2009-2010
3859,USC,2010-06-22,0,2009-2010
3860,USC,2010-06-23,0,2009-2010
3861,USC,2010-06-29,0,2009-2010
3862,USC,2010-06-30,0,2009-2010
3863,USC,2010-07-21,0,2009-2010
3864,USC,2010-08-04,0,2010-2011
3865,USC,2010-08-17,0,2010-2011
3866,USC,2010-08-18,0,2010-2011
3867,USC,2010-08-23,0,2010-2011
3868,USC,2010-08-24,0,2010-2011
3869,USC,2010-08-25,0,2010-2011
3870,USC,2010-08-26,0,2010-2011
3871,USC,2010-08-27,0,2010-2011
3872,USC,2010-08-29,0,2010-2011
3873,USC,2010-08-30,0,2010-2011
3874,USC,2010-08-31,0,2010-2011
3875,USC,2010-09-01,0,2010-2011
3876,USC,2010-09-02,0,2010-2011
3877,USC,2010-09-03,0,2010-2011
3878,USC,2010-09-07,0,2010-2011
3879,USC,2010-09-08,0,2010-2011
3880,USC,2010-09-09,0,2010-2011
3881,USC,2010-09-10,0,2010-2011
3882,USC,2010-09-11,0,2010-2011
3883,USC,2010-09-12,0,2010-2011
3884,USC,2010-09-13,0,2010-2011
3885,USC,2010-09-14,0,2010-2011
3886,USC,2010-09-15,0,2010-2011
3887,USC,2010-09-16,0,2010-2011
3888,USC,2010-09-17,0,2010-2011
3889,USC,2010-09-18,0,2010-2011
3890,USC,2010-09-19,0,2010-2011
3891,USC,2010-09-20,0,2010-2011
3892,USC,2010-09-21,1,2010-2011
3893,USC,2010-09-22,0,2010-2011
3894,USC,2010-09-23,1,2010-2011
3895,USC,2010-09-24,0,2010-2011
3896,USC,2010-09-26,0,2010-2011
3897,USC,2010-09-27,0,2010-2011
3898,USC,2010-09-28,0,2010-2011
3899,USC,2010-09-29,0,2010-2011
3900,USC,2010-09-30,0,2010-2011
3901,USC,2010-10-01,0,2010-2011
3902,USC,2010-10-02,0,2010-2011
3903,USC,2010-10-03,0,2010-2011
3904,USC,2010-10-04,0,2010-2011
3905,USC,2010-10-05,0,2010-2011
3906,USC,2010-10-06,0,2010-2011
3907,USC,2010-10-07,0,2010-2011
3908,USC,2010-10-08,0,2010-2011
3909,USC,2010-10-09,0,2010-2011
3910,USC,2010-10-11,0,2010-2011
3911,USC,2010-10-12,0,2010-2011
3912,USC,2010-10-13,0,2010-2011
3913,USC,2010-10-14,0,2010-2011
3914,USC,2010-10-15,0,2010-2011
3915,USC,2010-10-16,0,2010-2011
3916,USC,2010-10-17,0,2010-2011
3917,USC,2010-10-18,0,2010-2011
3918,USC,2010-10-19,0,2010-2011
3919,USC,2010-10-20,1,2010-2011
3920,USC,2010-10-21,0,2010-2011
3921,USC,2010-10-22,0,2010-2011
3922,USC,2010-10-24,0,2010-2011
3923,USC,2010-10-25,0,2010-2011
3924,USC,2010-10-26,0,2010-2011
3925,USC,2010-10-27,0,2010-2011
3926,USC,2010-10-28,1,2010-2011
3927,USC,2010-10-29,0,2010-2011
3928,USC,2010-10-30,0,2010-2011
3929,USC,2010-10-31,0,2010-2011
3930,USC,2010-11-01,0,2010-2011
3931,USC,2010-11-02,0,2010-2011
3932,USC,2010-11-03,1,2010-2011
3933,USC,2010-11-04,0,2010-2011
3934,USC,2010-11-05,0,2010-2011
3935,USC,2010-11-06,0,2010-2011
3936,USC,2010-11-07,1,2010-2011
3937,USC,2010-11-08,0,2010-2011
3938,USC,2010-11-09,0,2010-2011
3939,USC,2010-11-10,0,2010-2011
3940,USC,2010-11-11,0,2010-2011
3941,USC,2010-11-12,0,2010-2011
3942,USC,2010-11-13,0,2010-2011
3943,USC,2010-11-14,0,2010-2011
3944,USC,2010-11-15,0,2010-2011
3945,USC,2010-11-16,0,2010-2011
3946,USC,2010-11-17,0,2010-2011
3947,USC,2010-11-18,0,2010-2011
3948,USC,2010-11-19,0,2010-2011
3949,USC,2010-11-20,0,2010-2011
3950,USC,2010-11-21,0,2010-2011
3951,USC,2010-11-22,0,2010-2011
3952,USC,2010-11-23,0,2010-2011
3953,USC,2010-11-27,0,2010-2011
3954,USC,2010-11-28,0,2010-2011
3955,USC,2010-11-29,0,2010-2011
3956,USC,2010-11-30,0,2010-2011
3957,USC,2010-12-01,0,2010-2011
3958,USC,2010-12-02,0,2010-2011
3959,USC,2010-12-04,0,2010-2011
3960,USC,2010-12-05,0,2010-2011
3961,USC,2010-12-11,0,2010-2011
3962,USC,2010-12-14,0,2010-2011
3963,USC,2010-12-15,0,2010-2011
3964,USC,2010-12-16,0,2010-2011
3965,USC,2010-12-18,0,2010-2011
3966,USC,2010-12-19,0,2010-2011
3967,USC,2010-12-20,0,2010-2011
3968,USC,2010-12-21,0,2010-2011
3969,USC,2010-12-22,0,2010-2011
3970,USC,2010-12-23,0,2010-2011
3971,USC,2010-12-24,0,2010-2011
3972,USC,2010-12-29,0,2010-2011
3973,USC,2010-12-31,0,2010-2011
3974,USC,2011-01-02,0,2010-2011
3975,USC,2011-01-03,0,2010-2011
3976,USC,2011-01-06,0,2010-2011
3977,USC,2011-01-08,0,2010-2011
3978,USC,2011-01-09,0,2010-2011
3979,USC,2011-01-10,0,2010-2011
3980,USC,2011-01-11,0,2010-2011
3981,USC,2011-01-12,0,2010-2011
3982,USC,2011-01-13,0,2010-2011
3983,USC,2011-01-14,0,2010-2011
