Democrat_pos_Bias,Democrat_neg_Bias,Democrat_neu_Bias,Repulican_pos_Bias,Repulican_neg_Bias,Repulican_neu_Bias,conservative_pos_Bias,conservative_neg_Bias,conservative_neu_Bias,liberal_pos_Bias,liberal_neg_Bias,liberal_neu_Bias,club_pos_Bias,club_neg_Bias,club_neu_Bias,School_Name
,,,,,,0.09629166666666666,0.07641666666666666,0.8273333333333334,,,,,,,AU
