Democrat_pos_Bias,Democrat_neg_Bias,Democrat_neu_Bias,Repulican_pos_Bias,Repulican_neg_Bias,Repulican_neu_Bias,conservative_pos_Bias,conservative_neg_Bias,conservative_neu_Bias,liberal_pos_Bias,liberal_neg_Bias,liberal_neu_Bias,club_pos_Bias,club_neg_Bias,club_neu_Bias,School_Name
-0.2803875,-0.246275,-0.15868749999999998,,,,-0.3938611111111111,-0.36863888888888885,-0.2008333333333333,-0.4682222222222222,-0.4410888888888889,-0.22291111111111106,-0.33390109890109887,-0.2863021978021978,-0.17982417582417576,AU
