Democrat_pos_Bias,Democrat_neg_Bias,Democrat_neu_Bias,Repulican_pos_Bias,Repulican_neg_Bias,Repulican_neu_Bias,conservative_pos_Bias,conservative_neg_Bias,conservative_neu_Bias,liberal_pos_Bias,liberal_neg_Bias,liberal_neu_Bias,club_pos_Bias,club_neg_Bias,club_neu_Bias,School_Name
-0.2803875,-0.246275,-0.1586875,,,,-0.3938611111111111,-0.3686388888888889,-0.20083333333333334,-0.4682222222222222,-0.44108888888888886,-0.22291111111111112,-0.3339010989010989,-0.2863021978021978,-0.1798241758241758,AU
