Democrat_pos_Bias,Democrat_neg_Bias,Democrat_neu_Bias,Repulican_pos_Bias,Repulican_neg_Bias,Repulican_neu_Bias,conservative_pos_Bias,conservative_neg_Bias,conservative_neu_Bias,liberal_pos_Bias,liberal_neg_Bias,liberal_neu_Bias,club_pos_Bias,club_neg_Bias,club_neu_Bias,School_Name
0.24021874999999998,0.1818125,0.92065625,,,,0.3181805555555555,0.26393055555555556,0.8995833333333334,0.36366666666666664,0.31394444444444447,0.8885444444444445,0.2927912087912088,0.19907967032967033,0.9081318681318682,AU
