school,date,count,school_year,month
LIU,2016-08-12,0,2016-2017,2016-08
LIU,2016-08-22,0,2016-2017,2016-08
LIU,2016-08-03,0,2016-2017,2016-08
LIU,2016-09-14,0,2016-2017,2016-09
LIU,2016-09-21,0,2016-2017,2016-09
LIU,2016-09-27,0,2016-2017,2016-09
LIU,2016-09-06,0,2016-2017,2016-09
LIU,2017-10-10,1,2017-2018,2017-10
LIU,2017-10-17,0,2017-2018,2017-10
LIU,2017-10-24,1,2017-2018,2017-10
LIU,2017-10-03,0,2017-2018,2017-10
LIU,2017-10-31,0,2017-2018,2017-10
LIU,2017-11-14,0,2017-2018,2017-11
LIU,2017-11-28,0,2017-2018,2017-11
LIU,2017-11-29,0,2017-2018,2017-11
LIU,2017-11-07,0,2017-2018,2017-11
LIU,2017-11-08,0,2017-2018,2017-11
LIU,2017-12-10,0,2017-2018,2017-12
LIU,2017-12-14,0,2017-2018,2017-12
LIU,2017-12-26,0,2017-2018,2017-12
LIU,2017-12-05,0,2017-2018,2017-12
LIU,2017-12-06,0,2017-2018,2017-12
LIU,2017-01-01,0,2016-2017,2017-01
LIU,2017-01-24,0,2016-2017,2017-01
LIU,2017-01-25,1,2016-2017,2017-01
LIU,2017-01-31,0,2016-2017,2017-01
LIU,2017-01-09,0,2016-2017,2017-01
LIU,2017-02-01,0,2016-2017,2017-02
LIU,2017-02-14,0,2016-2017,2017-02
LIU,2017-02-15,0,2016-2017,2017-02
LIU,2017-02-21,0,2016-2017,2017-02
LIU,2017-02-28,0,2016-2017,2017-02
LIU,2017-02-07,1,2016-2017,2017-02
LIU,2017-03-21,0,2016-2017,2017-03
LIU,2017-03-28,0,2016-2017,2017-03
LIU,2017-03-29,0,2016-2017,2017-03
LIU,2017-03-07,1,2016-2017,2017-03
LIU,2017-03-08,0,2016-2017,2017-03
LIU,2017-04-11,1,2016-2017,2017-04
LIU,2017-04-18,1,2016-2017,2017-04
LIU,2017-04-21,0,2016-2017,2017-04
LIU,2017-04-24,0,2016-2017,2017-04
LIU,2017-04-25,0,2016-2017,2017-04
LIU,2017-04-30,0,2016-2017,2017-04
LIU,2017-04-04,1,2016-2017,2017-04
LIU,2017-05-10,0,2016-2017,2017-05
LIU,2017-05-06,0,2016-2017,2017-05
LIU,2017-07-14,0,2016-2017,2017-07
LIU,2017-09-12,0,2017-2018,2017-09
LIU,2017-09-19,1,2017-2018,2017-09
LIU,2017-09-26,0,2017-2018,2017-09
LIU,2018-10-10,0,2018-2019,2018-10
LIU,2018-10-16,0,2018-2019,2018-10
LIU,2018-10-17,0,2018-2019,2018-10
LIU,2018-10-24,1,2018-2019,2018-10
LIU,2018-10-03,0,2018-2019,2018-10
LIU,2018-10-31,1,2018-2019,2018-10
LIU,2018-11-14,0,2018-2019,2018-11
LIU,2018-11-28,0,2018-2019,2018-11
LIU,2018-11-07,1,2018-2019,2018-11
LIU,2018-12-05,0,2018-2019,2018-12
LIU,2018-01-17,0,2017-2018,2018-01
LIU,2018-01-23,0,2017-2018,2018-01
LIU,2018-01-24,0,2017-2018,2018-01
LIU,2018-01-03,0,2017-2018,2018-01
LIU,2018-01-30,0,2017-2018,2018-01
LIU,2018-02-13,0,2017-2018,2018-02
LIU,2018-02-17,0,2017-2018,2018-02
LIU,2018-02-20,0,2017-2018,2018-02
LIU,2018-02-21,0,2017-2018,2018-02
LIU,2018-02-27,0,2017-2018,2018-02
LIU,2018-02-28,0,2017-2018,2018-02
LIU,2018-02-06,0,2017-2018,2018-02
LIU,2018-03-20,0,2017-2018,2018-03
LIU,2018-03-27,0,2017-2018,2018-03
LIU,2018-03-28,0,2017-2018,2018-03
LIU,2018-03-06,0,2017-2018,2018-03
LIU,2018-03-07,0,2017-2018,2018-03
LIU,2018-04-10,1,2017-2018,2018-04
LIU,2018-04-17,0,2017-2018,2018-04
LIU,2018-04-27,0,2017-2018,2018-04
LIU,2018-04-29,0,2017-2018,2018-04
LIU,2018-04-03,1,2017-2018,2018-04
LIU,2018-05-11,0,2017-2018,2018-05
LIU,2018-06-16,0,2017-2018,2018-06
LIU,2018-06-23,0,2017-2018,2018-06
LIU,2018-06-09,0,2017-2018,2018-06
LIU,2018-07-17,0,2017-2018,2018-07
LIU,2018-07-07,0,2017-2018,2018-07
LIU,2018-08-12,0,2018-2019,2018-08
LIU,2018-08-16,0,2018-2019,2018-08
LIU,2018-09-12,1,2018-2019,2018-09
LIU,2018-09-18,0,2018-2019,2018-09
LIU,2018-09-19,0,2018-2019,2018-09
LIU,2018-09-26,0,2018-2019,2018-09
LIU,2018-09-27,0,2018-2019,2018-09
LIU,2019-10-01,0,2019-2020,2019-10
LIU,2019-10-16,0,2019-2020,2019-10
LIU,2019-10-02,0,2019-2020,2019-10
LIU,2019-10-23,0,2019-2020,2019-10
LIU,2019-10-30,0,2019-2020,2019-10
LIU,2019-10-09,0,2019-2020,2019-10
LIU,2019-11-13,0,2019-2020,2019-11
LIU,2019-11-20,0,2019-2020,2019-11
LIU,2019-11-06,0,2019-2020,2019-11
LIU,2019-12-04,0,2019-2020,2019-12
LIU,2019-01-30,1,2018-2019,2019-01
LIU,2019-02-13,0,2018-2019,2019-02
LIU,2019-02-19,0,2018-2019,2019-02
LIU,2019-02-20,0,2018-2019,2019-02
LIU,2019-02-27,1,2018-2019,2019-02
LIU,2019-02-06,0,2018-2019,2019-02
LIU,2019-03-20,0,2018-2019,2019-03
LIU,2019-03-26,0,2018-2019,2019-03
LIU,2019-03-29,0,2018-2019,2019-03
LIU,2019-03-06,0,2018-2019,2019-03
LIU,2019-04-10,1,2018-2019,2019-04
LIU,2019-04-16,1,2018-2019,2019-04
LIU,2019-04-17,0,2018-2019,2019-04
LIU,2019-04-02,0,2018-2019,2019-04
LIU,2019-04-24,1,2018-2019,2019-04
LIU,2019-04-25,0,2018-2019,2019-04
LIU,2019-04-03,0,2018-2019,2019-04
LIU,2019-05-12,0,2018-2019,2019-05
LIU,2019-05-16,0,2018-2019,2019-05
LIU,2019-06-11,0,2018-2019,2019-06
LIU,2019-06-27,0,2018-2019,2019-06
LIU,2019-06-06,0,2018-2019,2019-06
LIU,2019-07-15,0,2018-2019,2019-07
LIU,2019-07-16,0,2018-2019,2019-07
LIU,2019-07-22,0,2018-2019,2019-07
LIU,2019-07-08,0,2018-2019,2019-07
LIU,2019-09-11,0,2019-2020,2019-09
LIU,2019-09-18,1,2019-2020,2019-09
LIU,2019-09-24,0,2019-2020,2019-09
LIU,2019-09-25,0,2019-2020,2019-09
LIU,2020-10-01,0,2020-2021,2020-10
LIU,2020-10-14,0,2020-2021,2020-10
LIU,2020-10-16,0,2020-2021,2020-10
LIU,2020-10-21,0,2020-2021,2020-10
LIU,2020-10-22,0,2020-2021,2020-10
LIU,2020-10-24,0,2020-2021,2020-10
LIU,2020-10-30,0,2020-2021,2020-10
LIU,2020-10-07,0,2020-2021,2020-10
LIU,2020-11-12,0,2020-2021,2020-11
LIU,2020-11-20,0,2020-2021,2020-11
LIU,2020-11-06,0,2020-2021,2020-11
LIU,2020-11-07,0,2020-2021,2020-11
LIU,2020-12-10,0,2020-2021,2020-12
LIU,2020-12-12,0,2020-2021,2020-12
LIU,2020-12-19,0,2020-2021,2020-12
LIU,2020-12-02,0,2020-2021,2020-12
LIU,2020-12-04,0,2020-2021,2020-12
LIU,2020-12-05,0,2020-2021,2020-12
LIU,2020-01-12,0,2019-2020,2020-01
LIU,2020-01-29,0,2019-2020,2020-01
LIU,2020-02-12,0,2019-2020,2020-02
LIU,2020-02-19,0,2019-2020,2020-02
LIU,2020-02-26,0,2019-2020,2020-02
LIU,2020-02-05,0,2019-2020,2020-02
LIU,2020-02-06,0,2019-2020,2020-02
LIU,2020-03-01,0,2019-2020,2020-03
LIU,2020-03-18,0,2019-2020,2020-03
LIU,2020-03-26,0,2019-2020,2020-03
LIU,2020-03-30,0,2019-2020,2020-03
LIU,2020-03-05,0,2019-2020,2020-03
LIU,2020-04-01,0,2019-2020,2020-04
LIU,2020-04-10,0,2019-2020,2020-04
LIU,2020-04-14,0,2019-2020,2020-04
LIU,2020-04-15,0,2019-2020,2020-04
LIU,2020-04-16,0,2019-2020,2020-04
LIU,2020-04-02,0,2019-2020,2020-04
LIU,2020-04-23,0,2019-2020,2020-04
LIU,2020-04-24,0,2019-2020,2020-04
LIU,2020-04-25,0,2019-2020,2020-04
LIU,2020-04-09,0,2019-2020,2020-04
LIU,2020-06-12,0,2019-2020,2020-06
LIU,2020-07-23,0,2019-2020,2020-07
LIU,2020-08-22,0,2020-2021,2020-08
LIU,2020-09-16,0,2020-2021,2020-09
LIU,2020-09-17,0,2020-2021,2020-09
LIU,2020-09-20,0,2020-2021,2020-09
LIU,2020-09-21,0,2020-2021,2020-09
LIU,2020-09-23,0,2020-2021,2020-09
LIU,2020-09-24,0,2020-2021,2020-09
LIU,2020-09-30,0,2020-2021,2020-09
LIU,2021-10-01,0,2021-2022,2021-10
LIU,2021-10-15,0,2021-2022,2021-10
LIU,2021-10-28,0,2021-2022,2021-10
LIU,2021-10-29,0,2021-2022,2021-10
LIU,2021-11-10,0,2021-2022,2021-11
LIU,2021-11-25,0,2021-2022,2021-11
LIU,2021-11-30,0,2021-2022,2021-11
LIU,2021-12-13,0,2021-2022,2021-12
LIU,2021-12-16,0,2021-2022,2021-12
LIU,2021-02-12,0,2020-2021,2021-02
