school,date,count,school_year,month
McGill,2014-05-19,0,2013-2014,2014-05
McGill,2014-05-23,1,2013-2014,2014-05
McGill,2014-05-27,1,2013-2014,2014-05
McGill,2014-06-01,0,2013-2014,2014-06
McGill,2014-06-05,0,2013-2014,2014-06
McGill,2014-06-06,1,2013-2014,2014-06
McGill,2014-06-10,0,2013-2014,2014-06
McGill,2014-06-17,0,2013-2014,2014-06
McGill,2014-06-23,1,2013-2014,2014-06
McGill,2014-06-25,0,2013-2014,2014-06
McGill,2014-07-10,0,2013-2014,2014-07
McGill,2014-07-14,0,2013-2014,2014-07
McGill,2014-07-28,0,2013-2014,2014-07
McGill,2014-08-06,0,2014-2015,2014-08
McGill,2014-08-11,1,2014-2015,2014-08
McGill,2014-08-12,0,2014-2015,2014-08
McGill,2014-08-18,0,2014-2015,2014-08
McGill,2014-09-02,1,2014-2015,2014-09
McGill,2014-09-06,1,2014-2015,2014-09
McGill,2014-09-08,1,2014-2015,2014-09
McGill,2014-09-10,0,2014-2015,2014-09
McGill,2014-09-15,1,2014-2015,2014-09
McGill,2014-09-22,1,2014-2015,2014-09
McGill,2014-09-25,1,2014-2015,2014-09
McGill,2014-09-27,0,2014-2015,2014-09
McGill,2014-09-29,0,2014-2015,2014-09
McGill,2014-09-30,0,2014-2015,2014-09
McGill,2014-10-03,0,2014-2015,2014-10
McGill,2014-10-05,0,2014-2015,2014-10
McGill,2014-10-06,1,2014-2015,2014-10
McGill,2014-10-07,1,2014-2015,2014-10
McGill,2014-10-09,0,2014-2015,2014-10
McGill,2014-10-10,0,2014-2015,2014-10
McGill,2014-10-11,0,2014-2015,2014-10
McGill,2014-10-12,1,2014-2015,2014-10
McGill,2014-10-14,0,2014-2015,2014-10
McGill,2014-10-16,0,2014-2015,2014-10
McGill,2014-10-20,1,2014-2015,2014-10
McGill,2014-10-21,1,2014-2015,2014-10
McGill,2014-10-22,0,2014-2015,2014-10
McGill,2014-10-23,0,2014-2015,2014-10
McGill,2014-10-24,1,2014-2015,2014-10
McGill,2014-10-25,0,2014-2015,2014-10
McGill,2014-10-26,0,2014-2015,2014-10
McGill,2014-10-27,1,2014-2015,2014-10
McGill,2014-10-28,0,2014-2015,2014-10
McGill,2014-10-29,0,2014-2015,2014-10
McGill,2014-10-30,0,2014-2015,2014-10
McGill,2014-10-31,0,2014-2015,2014-10
McGill,2014-11-01,0,2014-2015,2014-11
McGill,2014-11-02,0,2014-2015,2014-11
McGill,2014-11-03,0,2014-2015,2014-11
McGill,2014-11-04,1,2014-2015,2014-11
McGill,2014-11-05,0,2014-2015,2014-11
McGill,2014-11-06,0,2014-2015,2014-11
McGill,2014-11-07,1,2014-2015,2014-11
McGill,2014-11-10,1,2014-2015,2014-11
McGill,2014-11-11,0,2014-2015,2014-11
McGill,2014-11-12,0,2014-2015,2014-11
McGill,2014-11-15,0,2014-2015,2014-11
McGill,2014-11-17,0,2014-2015,2014-11
McGill,2014-11-19,0,2014-2015,2014-11
McGill,2014-11-22,0,2014-2015,2014-11
McGill,2014-11-24,1,2014-2015,2014-11
McGill,2014-11-26,0,2014-2015,2014-11
McGill,2014-11-29,0,2014-2015,2014-11
McGill,2014-11-30,0,2014-2015,2014-11
McGill,2014-12-07,1,2014-2015,2014-12
McGill,2015-01-09,0,2014-2015,2015-01
McGill,2015-01-12,1,2014-2015,2015-01
McGill,2015-01-15,0,2014-2015,2015-01
McGill,2015-01-19,1,2014-2015,2015-01
McGill,2015-01-24,0,2014-2015,2015-01
McGill,2015-01-26,1,2014-2015,2015-01
McGill,2015-01-28,0,2014-2015,2015-01
McGill,2015-01-29,0,2014-2015,2015-01
McGill,2015-01-30,0,2014-2015,2015-01
McGill,2015-02-02,1,2014-2015,2015-02
McGill,2015-02-03,0,2014-2015,2015-02
McGill,2015-02-04,0,2014-2015,2015-02
McGill,2015-02-07,0,2014-2015,2015-02
McGill,2015-02-09,1,2014-2015,2015-02
McGill,2015-02-10,1,2014-2015,2015-02
McGill,2015-02-14,0,2014-2015,2015-02
McGill,2015-02-16,1,2014-2015,2015-02
McGill,2015-02-21,0,2014-2015,2015-02
McGill,2015-02-22,1,2014-2015,2015-02
McGill,2015-02-23,1,2014-2015,2015-02
McGill,2015-02-25,0,2014-2015,2015-02
McGill,2015-02-26,0,2014-2015,2015-02
McGill,2015-03-01,0,2014-2015,2015-03
McGill,2015-03-09,0,2014-2015,2015-03
McGill,2015-03-12,1,2014-2015,2015-03
McGill,2015-03-15,0,2014-2015,2015-03
McGill,2015-03-16,1,2014-2015,2015-03
McGill,2015-03-18,0,2014-2015,2015-03
McGill,2015-03-20,0,2014-2015,2015-03
McGill,2015-03-22,0,2014-2015,2015-03
McGill,2015-03-23,1,2014-2015,2015-03
McGill,2015-03-24,0,2014-2015,2015-03
McGill,2015-03-25,1,2014-2015,2015-03
McGill,2015-03-30,1,2014-2015,2015-03
McGill,2015-04-01,0,2014-2015,2015-04
McGill,2015-04-03,0,2014-2015,2015-04
McGill,2015-04-08,0,2014-2015,2015-04
McGill,2015-04-09,0,2014-2015,2015-04
McGill,2015-04-10,0,2014-2015,2015-04
McGill,2015-04-17,1,2014-2015,2015-04
McGill,2015-04-24,1,2014-2015,2015-04
McGill,2015-04-29,0,2014-2015,2015-04
McGill,2015-05-02,0,2014-2015,2015-05
McGill,2015-05-03,0,2014-2015,2015-05
McGill,2015-05-23,0,2014-2015,2015-05
McGill,2015-05-27,0,2014-2015,2015-05
McGill,2015-06-06,0,2014-2015,2015-06
McGill,2015-06-30,0,2014-2015,2015-06
McGill,2015-07-08,1,2014-2015,2015-07
McGill,2015-07-21,1,2014-2015,2015-07
McGill,2015-07-25,1,2014-2015,2015-07
McGill,2015-09-01,1,2015-2016,2015-09
McGill,2015-09-08,1,2015-2016,2015-09
McGill,2015-09-13,0,2015-2016,2015-09
McGill,2015-09-14,1,2015-2016,2015-09
McGill,2015-09-21,1,2015-2016,2015-09
McGill,2015-09-25,1,2015-2016,2015-09
McGill,2015-09-27,0,2015-2016,2015-09
McGill,2015-09-28,1,2015-2016,2015-09
McGill,2015-10-01,0,2015-2016,2015-10
McGill,2015-10-02,0,2015-2016,2015-10
McGill,2015-10-05,0,2015-2016,2015-10
