school,date,count,school_year,month
CMU,2018-03-05,1,2017-2018,2018-03
CMU,2018-03-26,1,2017-2018,2018-03
CMU,2018-04-02,1,2017-2018,2018-04
CMU,2018-04-09,1,2017-2018,2018-04
CMU,2018-04-16,1,2017-2018,2018-04
CMU,2018-04-23,1,2017-2018,2018-04
CMU,2018-04-30,1,2017-2018,2018-04
CMU,2018-08-20,1,2018-2019,2018-08
CMU,2018-09-10,1,2018-2019,2018-09
CMU,2018-09-17,1,2018-2019,2018-09
CMU,2018-09-24,1,2018-2019,2018-09
CMU,2018-10-01,1,2018-2019,2018-10
CMU,2018-10-08,1,2018-2019,2018-10
CMU,2018-10-15,1,2018-2019,2018-10
CMU,2018-10-29,1,2018-2019,2018-10
CMU,2018-11-05,1,2018-2019,2018-11
CMU,2018-11-12,1,2018-2019,2018-11
CMU,2018-11-19,1,2018-2019,2018-11
CMU,2018-12-03,1,2018-2019,2018-12
CMU,2019-01-28,1,2018-2019,2019-01
CMU,2019-02-04,1,2018-2019,2019-02
CMU,2019-02-11,1,2018-2019,2019-02
CMU,2019-02-18,1,2018-2019,2019-02
CMU,2019-02-25,1,2018-2019,2019-02
CMU,2019-03-04,1,2018-2019,2019-03
CMU,2019-03-25,1,2018-2019,2019-03
CMU,2019-04-01,1,2018-2019,2019-04
CMU,2019-04-08,1,2018-2019,2019-04
CMU,2019-04-15,1,2018-2019,2019-04
CMU,2019-04-29,1,2018-2019,2019-04
CMU,2019-08-19,1,2019-2020,2019-08
CMU,2019-09-09,1,2019-2020,2019-09
CMU,2019-09-16,1,2019-2020,2019-09
CMU,2019-09-23,1,2019-2020,2019-09
CMU,2019-09-30,1,2019-2020,2019-09
CMU,2019-10-07,1,2019-2020,2019-10
CMU,2019-10-14,1,2019-2020,2019-10
CMU,2019-10-28,1,2019-2020,2019-10
CMU,2019-11-04,0,2019-2020,2019-11
CMU,2019-11-11,1,2019-2020,2019-11
CMU,2019-11-18,1,2019-2020,2019-11
CMU,2019-11-25,1,2019-2020,2019-11
CMU,2020-01-27,1,2019-2020,2020-01
CMU,2020-02-03,1,2019-2020,2020-02
CMU,2020-02-10,1,2019-2020,2020-02
CMU,2020-02-17,1,2019-2020,2020-02
CMU,2020-02-24,1,2019-2020,2020-02
CMU,2020-03-02,1,2019-2020,2020-03
CMU,2020-04-08,1,2019-2020,2020-04
CMU,2020-06-04,1,2019-2020,2020-06
CMU,2020-08-30,1,2020-2021,2020-08
CMU,2020-09-07,1,2020-2021,2020-09
CMU,2020-09-14,1,2020-2021,2020-09
CMU,2020-09-21,0,2020-2021,2020-09
CMU,2020-09-28,1,2020-2021,2020-09
CMU,2020-10-05,1,2020-2021,2020-10
CMU,2020-10-19,1,2020-2021,2020-10
CMU,2020-11-01,1,2020-2021,2020-11
CMU,2020-11-09,1,2020-2021,2020-11
CMU,2020-11-16,1,2020-2021,2020-11
CMU,2020-12-07,1,2020-2021,2020-12
CMU,2021-01-13,1,2020-2021,2021-01
CMU,2021-02-08,1,2020-2021,2021-02
CMU,2021-02-15,1,2020-2021,2021-02
CMU,2021-02-22,1,2020-2021,2021-02
CMU,2021-03-01,1,2020-2021,2021-03
CMU,2021-03-08,1,2020-2021,2021-03
CMU,2021-03-15,1,2020-2021,2021-03
CMU,2021-03-29,1,2020-2021,2021-03
CMU,2021-04-05,1,2020-2021,2021-04
CMU,2021-04-12,1,2020-2021,2021-04
CMU,2021-04-19,1,2020-2021,2021-04
CMU,2021-04-26,0,2020-2021,2021-04
CMU,2021-05-03,1,2020-2021,2021-05
CMU,2021-05-12,1,2020-2021,2021-05
CMU,2021-09-20,0,2021-2022,2021-09
CMU,2021-09-27,1,2021-2022,2021-09
CMU,2021-10-04,1,2021-2022,2021-10
CMU,2021-10-11,1,2021-2022,2021-10
CMU,2021-10-25,1,2021-2022,2021-10
CMU,2021-11-01,0,2021-2022,2021-11
CMU,2021-11-08,1,2021-2022,2021-11
CMU,2021-11-15,1,2021-2022,2021-11
CMU,2021-11-22,1,2021-2022,2021-11
CMU,2022-01-30,1,2021-2022,2022-01
CMU,2022-02-07,1,2021-2022,2022-02
CMU,2022-02-14,1,2021-2022,2022-02
CMU,2022-02-21,1,2021-2022,2022-02
CMU,2022-02-28,1,2021-2022,2022-02
CMU,2022-03-21,1,2021-2022,2022-03
CMU,2022-03-28,1,2021-2022,2022-03
CMU,2022-04-04,1,2021-2022,2022-04
CMU,2022-04-11,1,2021-2022,2022-04
CMU,2022-04-18,1,2021-2022,2022-04
CMU,2022-04-25,1,2021-2022,2022-04
CMU,2022-09-12,1,2022-2023,2022-09
CMU,2022-09-19,1,2022-2023,2022-09
CMU,2022-09-26,1,2022-2023,2022-09
CMU,2022-10-03,1,2022-2023,2022-10
CMU,2022-10-10,1,2022-2023,2022-10
