,school,date,count,positive,negative,neutral
66,CMU,2011-09-26,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
67,CMU,2011-10-03,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
68,CMU,2011-10-10,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
69,CMU,2011-10-17,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
70,CMU,2011-10-24,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
71,CMU,2011-10-31,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
72,CMU,2011-11-07,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
73,CMU,2011-11-14,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
74,CMU,2011-11-21,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
75,CMU,2011-12-05,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
76,CMU,2012-01-23,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
77,CMU,2012-01-30,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
78,CMU,2012-02-06,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
79,CMU,2012-02-13,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
80,CMU,2012-02-20,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
81,CMU,2012-02-27,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
82,CMU,2012-03-05,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
83,CMU,2012-03-26,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
84,CMU,2012-04-02,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
85,CMU,2012-04-09,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
86,CMU,2012-04-16,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
87,CMU,2012-04-23,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
88,CMU,2012-04-30,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
89,CMU,2012-08-19,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
90,CMU,2012-08-27,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
91,CMU,2012-09-10,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
92,CMU,2012-09-17,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
93,CMU,2012-09-24,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
94,CMU,2012-10-01,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
95,CMU,2012-10-08,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
96,CMU,2012-10-15,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
97,CMU,2012-10-29,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
98,CMU,2012-11-05,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
99,CMU,2012-11-12,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
100,CMU,2012-11-19,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
101,CMU,2012-12-03,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
102,CMU,2013-01-21,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
103,CMU,2013-01-28,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
104,CMU,2013-02-04,1,0.3304932713508606,0.17113542556762695,0.14422890543937683
105,CMU,2013-02-11,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
106,CMU,2013-02-18,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
107,CMU,2013-02-25,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
108,CMU,2013-03-04,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
109,CMU,2013-03-25,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
110,CMU,2013-04-01,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
111,CMU,2013-04-08,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
112,CMU,2013-04-15,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
113,CMU,2013-04-22,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
114,CMU,2013-04-29,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
115,CMU,2013-08-19,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
116,CMU,2013-08-26,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
117,CMU,2013-09-09,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
118,CMU,2013-09-16,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
119,CMU,2013-09-23,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
120,CMU,2013-09-30,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
121,CMU,2013-10-07,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
122,CMU,2013-10-14,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
123,CMU,2013-10-28,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
124,CMU,2013-11-04,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
125,CMU,2013-11-11,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
126,CMU,2013-11-18,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
127,CMU,2013-11-25,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
128,CMU,2014-01-20,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
129,CMU,2014-01-27,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
130,CMU,2014-02-02,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
131,CMU,2014-02-10,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
132,CMU,2014-02-17,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
133,CMU,2014-02-24,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
134,CMU,2014-03-03,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
135,CMU,2014-03-24,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
136,CMU,2014-03-31,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
137,CMU,2014-04-07,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
138,CMU,2014-04-14,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
139,CMU,2014-04-21,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
140,CMU,2014-04-28,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
141,CMU,2014-08-15,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
142,CMU,2014-08-25,1,0.3304932713508606,0.17113542556762695,0.14422890543937683
143,CMU,2014-09-09,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
144,CMU,2014-09-15,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
145,CMU,2014-09-22,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
146,CMU,2014-09-29,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
147,CMU,2014-10-06,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
148,CMU,2014-10-13,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
149,CMU,2014-10-27,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
150,CMU,2014-11-03,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
151,CMU,2014-11-10,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
152,CMU,2014-11-17,1,0.3304932713508606,0.17113542556762695,0.14422890543937683
153,CMU,2014-11-24,1,0.3304932713508606,0.17113542556762695,0.14422890543937683
154,CMU,2015-01-26,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
155,CMU,2015-02-02,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
156,CMU,2015-02-09,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
157,CMU,2015-02-16,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
158,CMU,2015-02-23,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
159,CMU,2015-03-01,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
160,CMU,2015-03-23,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
161,CMU,2015-03-30,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
162,CMU,2015-04-06,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
163,CMU,2015-04-13,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
164,CMU,2015-04-20,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
165,CMU,2015-04-27,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
166,CMU,2015-08-24,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
167,CMU,2015-08-31,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
168,CMU,2015-09-14,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
169,CMU,2015-09-21,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
170,CMU,2015-09-28,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
171,CMU,2015-10-05,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
172,CMU,2015-10-12,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
173,CMU,2015-10-19,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
174,CMU,2015-11-02,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
175,CMU,2015-11-16,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
176,CMU,2015-11-23,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
177,CMU,2015-12-07,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
178,CMU,2016-01-25,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
179,CMU,2016-02-01,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
180,CMU,2016-02-08,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
181,CMU,2016-02-15,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
182,CMU,2016-02-22,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
183,CMU,2016-02-29,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
184,CMU,2016-03-21,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
185,CMU,2016-03-28,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
186,CMU,2016-04-04,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
187,CMU,2016-04-11,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
188,CMU,2016-04-18,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
189,CMU,2016-04-25,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
190,CMU,2016-08-19,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
191,CMU,2016-08-29,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
192,CMU,2016-09-12,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
193,CMU,2016-09-19,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
194,CMU,2016-09-26,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
195,CMU,2016-10-03,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
196,CMU,2016-10-10,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
197,CMU,2016-10-17,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
198,CMU,2016-11-07,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
199,CMU,2016-11-14,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
200,CMU,2016-11-21,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
201,CMU,2016-12-05,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
202,CMU,2017-01-30,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
203,CMU,2017-02-06,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
204,CMU,2017-02-13,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
205,CMU,2017-02-20,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
206,CMU,2017-02-27,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
207,CMU,2017-03-06,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
208,CMU,2017-03-27,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
209,CMU,2017-04-03,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
210,CMU,2017-04-10,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
211,CMU,2017-04-17,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
212,CMU,2017-04-24,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
213,CMU,2017-05-01,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
214,CMU,2017-09-11,1,0.3304932713508606,0.17113542556762695,0.14422890543937683
215,CMU,2017-09-18,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
216,CMU,2017-09-25,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
217,CMU,2017-10-02,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
218,CMU,2017-10-09,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
219,CMU,2017-10-30,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
220,CMU,2017-11-06,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
221,CMU,2017-11-13,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
222,CMU,2017-11-20,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
223,CMU,2017-12-04,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
224,CMU,2018-01-29,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
225,CMU,2018-02-05,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
226,CMU,2018-02-12,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
227,CMU,2018-02-19,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
228,CMU,2018-02-26,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
229,CMU,2018-03-05,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
230,CMU,2018-03-26,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
231,CMU,2018-04-02,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
232,CMU,2018-04-09,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
233,CMU,2018-04-16,1,0.3304932713508606,0.17113542556762695,0.14422890543937683
234,CMU,2018-04-23,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
235,CMU,2018-04-30,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
236,CMU,2018-08-20,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
237,CMU,2018-09-10,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
238,CMU,2018-09-17,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
239,CMU,2018-09-24,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
240,CMU,2018-10-01,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
241,CMU,2018-10-08,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
242,CMU,2018-10-15,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
243,CMU,2018-10-29,1,0.3304932713508606,0.17113542556762695,0.14422890543937683
244,CMU,2018-11-05,1,0.3304932713508606,0.17113542556762695,0.14422890543937683
245,CMU,2018-11-12,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
246,CMU,2018-11-19,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
247,CMU,2018-12-03,1,0.3304932713508606,0.17113542556762695,0.14422890543937683
248,CMU,2019-01-28,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
249,CMU,2019-02-04,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
250,CMU,2019-02-11,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
251,CMU,2019-02-18,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
252,CMU,2019-02-25,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
253,CMU,2019-03-04,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
254,CMU,2019-03-25,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
255,CMU,2019-04-01,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
256,CMU,2019-04-08,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
257,CMU,2019-04-15,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
258,CMU,2019-04-29,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
259,CMU,2019-08-19,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
260,CMU,2019-09-09,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
261,CMU,2019-09-16,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
262,CMU,2019-09-23,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
263,CMU,2019-09-30,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
264,CMU,2019-10-07,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
265,CMU,2019-10-14,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
266,CMU,2019-10-28,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
267,CMU,2019-11-04,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
268,CMU,2019-11-11,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
269,CMU,2019-11-18,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
270,CMU,2019-11-25,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
271,CMU,2020-01-27,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
272,CMU,2020-02-03,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
273,CMU,2020-02-10,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
274,CMU,2020-02-17,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
275,CMU,2020-02-24,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
276,CMU,2020-03-02,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
277,CMU,2020-04-08,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
278,CMU,2020-06-04,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
279,CMU,2020-08-30,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
280,CMU,2020-09-07,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
281,CMU,2020-09-14,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
282,CMU,2020-09-21,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
283,CMU,2020-09-28,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
284,CMU,2020-10-05,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
285,CMU,2020-10-19,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
286,CMU,2020-11-01,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
287,CMU,2020-11-09,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
288,CMU,2020-11-16,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
289,CMU,2020-12-07,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
290,CMU,2021-01-13,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
291,CMU,2021-02-08,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
292,CMU,2021-02-15,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
293,CMU,2021-02-22,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
294,CMU,2021-03-01,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
295,CMU,2021-03-08,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
296,CMU,2021-03-15,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
297,CMU,2021-03-29,1,0.3304932713508606,0.17113542556762695,0.14422890543937683
298,CMU,2021-04-05,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
299,CMU,2021-04-12,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
300,CMU,2021-04-19,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
301,CMU,2021-04-26,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
302,CMU,2021-05-03,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
303,CMU,2021-05-12,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
304,CMU,2021-09-20,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
305,CMU,2021-09-27,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
306,CMU,2021-10-04,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
307,CMU,2021-10-11,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
308,CMU,2021-10-25,1,0.3304932713508606,0.17113542556762695,0.14422890543937683
309,CMU,2021-11-01,1,0.3304932713508606,0.17113542556762695,0.14422890543937683
310,CMU,2021-11-08,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
311,CMU,2021-11-15,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
312,CMU,2021-11-22,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
313,CMU,2022-01-30,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
314,CMU,2022-02-07,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
315,CMU,2022-02-14,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
316,CMU,2022-02-21,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
317,CMU,2022-02-28,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
318,CMU,2022-03-21,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
319,CMU,2022-03-28,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
320,CMU,2022-04-04,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
321,CMU,2022-04-11,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
322,CMU,2022-04-18,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
323,CMU,2022-04-25,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
324,CMU,2022-09-12,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
325,CMU,2022-09-19,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
326,CMU,2022-09-26,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
327,CMU,2022-10-03,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
328,CMU,2022-10-10,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
329,CMU,2022-10-31,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
330,CMU,2022-11-07,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
331,CMU,2022-11-14,0,0.25322896242141724,0.3631725311279297,0.36474889516830444
