,Israel_Bias_pos,Israel_Bias_neg,Israel_Bias_neu,Palestine_Bias_pos,Palestine_Bias_neg,Palestine_Bias_neu,India_Bias_pos,India_Bias_neg,India_Bias_neu,China_Bias_pos,China_Bias_neg,China_Bias_neu,School_Name
Average Variance,0.0007136626530391883,0.0012250303803424106,0.0016325609127941976,0.00045014099812716726,0.0010233772400535712,0.0013663061139596727,0.0009538417274028124,0.0016614691325694327,0.0017844784940487764,0.001184777768678567,0.0013647527382570305,0.0017219296302095715,McGill
