conservative_pos_Bias,conservative_neg_Bias,conservative_neu_Bias,Democrat_pos_Bias,Democrat_neg_Bias,Democrat_neu_Bias,liberal_pos_Bias,liberal_neg_Bias,liberal_neu_Bias,Republican_pos_Bias,Republican_neg_Bias,Republican_neu_Bias,School_Name
-0.02372549019607843,-0.006549019607843139,0.03029411764705882,-0.012801980198019801,-0.0012673267326732678,0.014049504950495052,-0.03485185185185185,-0.0035000000000000005,0.038370370370370374,-0.027666666666666666,0.015444444444444443,0.012111111111111118,AU
