conservative_pos_Bias,conservative_neg_Bias,conservative_neu_Bias,Democrat_pos_Bias,Democrat_neg_Bias,Democrat_neu_Bias,liberal_pos_Bias,liberal_neg_Bias,liberal_neu_Bias,Republican_pos_Bias,Republican_neg_Bias,Republican_neu_Bias,School_Name
-2.372549019607843,-0.654901960784314,3.029411764705882,-1.2801980198019802,-0.1267326732673268,1.404950495049505,-3.485185185185185,-0.35000000000000003,3.8370370370370375,-2.7666666666666666,1.5444444444444443,1.2111111111111117,AU
