conservative_pos_Bias,conservative_neg_Bias,conservative_neu_Bias,Democrat_pos_Bias,Democrat_neg_Bias,Democrat_neu_Bias,liberal_pos_Bias,liberal_neg_Bias,liberal_neu_Bias,Republican_pos_Bias,Republican_neg_Bias,Republican_neu_Bias,School_Name
0.11270588235294118,0.07615686274509803,0.8111470588235294,0.09752970297029703,0.059188118811881185,0.8432920792079208,0.12040740740740741,0.09489814814814815,0.7847592592592593,0.10931481481481481,0.09075925925925926,0.8000555555555555,AU
