Israel_pos_Bias,Israel_neg_Bias,Israel_neu_Bias,Palestine_pos_Bias,Palestine_neg_Bias,Palestine_neu_Bias,India_pos_Bias,India_neg_Bias,India_neu_Bias,China_pos_Bias,China_neg_Bias,China_neu_Bias,School_Name
0.0007257518722320367,0.0011786668200172439,0.0015638350852881073,0.0004256137160444963,0.0010442864206227271,0.0012537059440115015,0.0009478350632212661,0.0014491525432075302,0.0014030308147488998,0.0011593104553512068,0.0011614817005413986,0.001643933058354242,McGill
