School_Name,Israel_Bias,Palestine_Bias,India_Bias,China_Bias
McGill,,,,0.001997410879629625
McGill,,,,0.0013372978086419723
McGill,,,,0.0010090750231481456
McGill,,,,0.0009859493314272334
McGill,,,,0.000970532203613292
McGill,,,,0.0009602970049755058
McGill,,,,0.0008803742054852549
McGill,,,,0.0009569936048757814
McGill,,,,0.0010182891243882026
McGill,,,,0.0009432868824265407
McGill,,,,0.000920413542647243
McGill,,,,0.0009133843868101693
McGill,,,,0.0008881807095241311
McGill,,,,0.0008413004330558557
McGill,,,,0.0008097828823287382
McGill,,,,0.0007663285124123418
McGill,,,,0.0007446903028750306
McGill,,,,0.0007165679749041642
McGill,,,,0.0006884324250632235
McGill,,,,0.0006841878314445182
McGill,,,,0.0006718015021309367
McGill,,,,0.0006428028491249481
McGill,,,,0.0006393570794574242
McGill,,,,0.0006162605356101537
McGill,,,,0.000602012652343329
McGill,,,,0.0005829874726269094
McGill,,,,0.0005648423156374868
McGill,,,,0.0005486053404187703
McGill,,,,0.0005714297312937003
McGill,,,,0.0005532479527472637
McGill,,,,0.0005382519916384626
McGill,,,,0.0005253737999726506
McGill,,,,0.0005460880350007202
McGill,,,,0.0006076946584953486
McGill,,,,0.0006039280244630706
McGill,,,,0.0005884761858032892
McGill,,,,0.0005782051940975762
McGill,,,,0.0005636247938215699
McGill,,,,0.0005505809552260305
McGill,,,,0.0005379877912362699
McGill,,,,0.000528253185822372
McGill,,,0.0005235781504931697,
McGill,,,0.0005155772121184109,
McGill,,,0.0005398963924984041,
McGill,,,0.0005388723767194534,
McGill,,,0.0005294395723635524,
McGill,,,0.0005483603104393119,
McGill,,,0.0005547689624560455,
McGill,,,0.0005616512994699004,
McGill,,,0.0005520641796598635,
McGill,,,0.0005446792146421691,
McGill,,,0.0005346486669165657,
McGill,,,0.0005280672958556965,
McGill,,,0.0005212692622521092,
McGill,,,0.0005121174666312322,
McGill,,,0.0005082599068506805,
McGill,,,0.000499920786906067,
McGill,,,0.0004929080679817332,
McGill,,,0.00048580880653124403,
McGill,,,0.00047787248864774597,
McGill,,,0.0004956895003578291,
McGill,,,0.0004959541726149505,
McGill,,,0.0004969632153054301,
McGill,,,0.000498403888571071,
McGill,,,0.0004908745031472697,
McGill,,,0.0004885781616289816,
McGill,,,0.0004881406998596859,
McGill,,,0.0004886720829669261,
McGill,,,0.0004821266341276548,
McGill,,,0.0004767819322385329,
McGill,,,0.0004746962906899524,
McGill,,,0.0004739445142283988,
McGill,,,0.00047615220120288175,
McGill,,,0.0004713748632115348,
McGill,,,0.00046760188167804963,
McGill,,,0.00046638477721421744,
McGill,,,0.00046162824160890693,
McGill,,,0.00045606763374532173,
McGill,,,0.00045356543560359775,
McGill,,,0.0004479823994377859,
McGill,,,0.00044611425946750803,
McGill,,,0.00044592996933573204,
McGill,,,0.00045722342566418677,
McGill,,,0.0004548851752398957,
McGill,,,0.00045149611064216103,
McGill,,,0.00044658032125099577,
McGill,,,0.00044408875994396185,
McGill,,,0.00044763335750311214,
McGill,,,0.0004433564021619474,
McGill,,,0.00044930903294258145,
McGill,,,0.0004464733377934378,
McGill,,,0.0004428654471559451,
McGill,,,0.0004435474888484899,
McGill,,,0.00043932249223057566,
McGill,,,0.0004366754957837295,
McGill,,,0.0004330573316534373,
McGill,,,0.00043048128891441407,
McGill,,,0.0004314958250907369,
McGill,,,0.00043046558137270155,
McGill,,,0.0004309770671061842,
McGill,,,0.0004278029306611477,
McGill,,,0.00042454683867151693,
McGill,,,0.000425040337452347,
McGill,,,0.0004290596967781977,
McGill,,,0.0004271498481363349,
McGill,,,0.0004269080855369299,
McGill,,,0.0004363690703416292,
McGill,,,0.0004346495139523518,
McGill,,,0.00044009432181660145,
McGill,,,0.0004452851275932162,
McGill,,,0.00044924240661407095,
McGill,,,0.0004459161658233767,
McGill,,,0.00044340866385850724,
McGill,,,0.0004416506564924693,
McGill,,,0.00043993605092146874,
McGill,,,0.00044326406902733123,
McGill,,,0.00044224906110462654,
McGill,,,0.0004416462691857144,
McGill,,,0.0004384361636990069,
McGill,,,0.0004351301078517115,
McGill,,,0.00043422598503671154,
McGill,,,0.0004399847272888625,
McGill,,,0.0004371973373883848,
McGill,,,0.00043817280762741256,
McGill,,,0.0004392099431860906,
McGill,,,0.00044318947084518915,
McGill,0.0004465210988861042,,,
McGill,0.00044806688422347856,,,
McGill,0.00044681953968503493,,,
McGill,0.000445591238574659,,,
McGill,0.00044524804163730523,,,
McGill,0.000450652629302124,,,
McGill,0.00045294665939716065,,,
McGill,0.0004535905497116399,,,
McGill,0.00045196608216201725,,,
McGill,0.0004507759008513715,,,
McGill,0.00044977418027664025,,,
McGill,0.0004470870626331742,,,
McGill,0.0004526810133942339,,,
McGill,0.0004570552239361111,,,
McGill,0.00045476080640053496,,,
McGill,0.0004588376655632352,,,
McGill,0.0004650754792762452,,,
McGill,0.00047014796938971533,,,
McGill,0.00046768139793811053,,,
McGill,0.0004647519592562948,,,
McGill,0.00046873772095770103,,,
McGill,0.00047160429045960475,,,
McGill,0.00047074997830266546,,,
McGill,0.00046791512009597094,,,
McGill,0.00046487331496863394,,,
McGill,0.0004628597747836537,,,
McGill,0.00047093180576750205,,,
McGill,0.00047161332248737097,,,
McGill,0.00047661721312430925,,,
McGill,0.0004823600325666669,,,
McGill,0.0004813473649027428,,,
McGill,0.00047891821434382936,,,
McGill,0.0004765194281669023,,,
McGill,0.0004739500891085856,,,
McGill,0.0004714218817541202,,,
McGill,0.0004685330965723117,,,
McGill,0.0004663799326577045,,,
McGill,0.00046360270619394606,,,
McGill,0.00046151442466908364,,,
McGill,0.0004599348600620745,,,
McGill,0.00045766235402690654,,,
McGill,0.0004612875894171984,,,
McGill,0.00046047389631610525,,,
McGill,0.0004606374104951727,,,
McGill,0.0004589680162502345,,,
McGill,0.0004567039930986105,,,
McGill,0.0004572491644146147,,,
McGill,0.0004565276805071304,,,
McGill,0.0004542884810237295,,,
McGill,0.0004529776327103415,,,
McGill,0.00045101374528666707,,,
McGill,0.0004486435540107826,,,
McGill,0.00045046065000701893,,,
McGill,0.0004512829445322311,,,
McGill,0.0004505379966070284,,,
McGill,0.0004482420549877118,,,
McGill,0.00044687481540871233,,,
McGill,0.0004449878315322114,,,
McGill,0.0004500931673891669,,,
McGill,0.0004480589832894427,,,
McGill,0.0004458931858605981,,,
McGill,0.000445020999125188,,,
McGill,0.00044273129499053783,,,
McGill,0.0004408560526083884,,,
McGill,0.00044065867529711317,,,
McGill,0.0004386711315712504,,,
McGill,0.0004366997639159945,,,
McGill,0.0004376747277697928,,,
McGill,0.00044222246000436894,,,
McGill,0.00044030231029271036,,,
McGill,0.00043814486731559083,,,
McGill,0.0004369265251339825,,,
McGill,0.00043601379091901064,,,
McGill,0.00043406616958588905,,,
McGill,0.0004338353720916895,,,
